# Region type : functionObjectSurface sampled.plane2
# Faces       : 1600
# Area        : 5.000000e-03
# Scale factor: 1.000000e+00
# Weight field: rhoU
# Time        	weightedUniformity(p)	weightedUniformity(U)	weightedUniformity(rhoU)
74            	6.442638e-01	7.469651e-01	7.469651e-01
75            	6.734048e-01	7.454443e-01	7.454443e-01
76            	6.969552e-01	7.439936e-01	7.439936e-01
77            	7.123651e-01	7.425934e-01	7.425934e-01
78            	7.261773e-01	7.412228e-01	7.412228e-01
79            	7.374249e-01	7.398412e-01	7.398412e-01
80            	7.479841e-01	7.384511e-01	7.384511e-01
81            	7.560698e-01	7.371093e-01	7.371093e-01
82            	7.633492e-01	7.358613e-01	7.358613e-01
83            	7.689677e-01	7.346725e-01	7.346725e-01
84            	7.728602e-01	7.335079e-01	7.335079e-01
85            	7.771533e-01	7.323226e-01	7.323226e-01
86            	7.788084e-01	7.310813e-01	7.310813e-01
87            	7.805564e-01	7.296560e-01	7.296560e-01
88            	7.812711e-01	7.280468e-01	7.280468e-01
89            	7.814069e-01	7.261956e-01	7.261956e-01
90            	7.817958e-01	7.239918e-01	7.239918e-01
91            	7.812281e-01	7.214116e-01	7.214116e-01
92            	7.811789e-01	7.184934e-01	7.184934e-01
93            	7.799804e-01	7.153133e-01	7.153133e-01
94            	7.776451e-01	7.119095e-01	7.119095e-01
95            	7.748249e-01	7.083728e-01	7.083728e-01
96            	7.720858e-01	7.046723e-01	7.046723e-01
97            	7.699282e-01	7.008406e-01	7.008406e-01
98            	7.682195e-01	6.968379e-01	6.968379e-01
99            	7.672414e-01	6.927799e-01	6.927799e-01
100           	7.670954e-01	6.887457e-01	6.887457e-01
101           	7.662042e-01	6.850804e-01	6.850804e-01
102           	7.656421e-01	6.820029e-01	6.820029e-01
103           	7.649716e-01	6.797238e-01	6.797238e-01
104           	7.644649e-01	6.781915e-01	6.781915e-01
105           	7.643565e-01	6.773591e-01	6.773591e-01
106           	7.643755e-01	6.770836e-01	6.770836e-01
107           	7.646491e-01	6.772375e-01	6.772375e-01
108           	7.650595e-01	6.777829e-01	6.777829e-01
109           	7.654933e-01	6.786799e-01	6.786799e-01
110           	7.656685e-01	6.798952e-01	6.798952e-01
111           	7.657416e-01	6.810664e-01	6.810664e-01
112           	7.655633e-01	6.823381e-01	6.823381e-01
113           	7.653086e-01	6.837196e-01	6.837196e-01
114           	7.651438e-01	6.852507e-01	6.852507e-01
115           	7.653693e-01	6.869459e-01	6.869459e-01
116           	7.655994e-01	6.887099e-01	6.887099e-01
117           	7.653731e-01	6.904508e-01	6.904508e-01
118           	7.661331e-01	6.921688e-01	6.921688e-01
119           	7.662209e-01	6.938790e-01	6.938790e-01
120           	7.674536e-01	6.955649e-01	6.955649e-01
121           	7.680666e-01	6.971878e-01	6.971878e-01
122           	7.693526e-01	6.987248e-01	6.987248e-01
123           	7.705258e-01	7.001883e-01	7.001883e-01
124           	7.716583e-01	7.015284e-01	7.015284e-01
125           	7.733746e-01	7.028618e-01	7.028618e-01
126           	7.753294e-01	7.042216e-01	7.042216e-01
127           	7.771169e-01	7.055997e-01	7.055997e-01
128           	7.784400e-01	7.070580e-01	7.070580e-01
129           	7.797374e-01	7.086036e-01	7.086036e-01
130           	7.807352e-01	7.102252e-01	7.102252e-01
131           	7.816545e-01	7.119188e-01	7.119188e-01
132           	7.824591e-01	7.136803e-01	7.136803e-01
133           	7.833964e-01	7.155024e-01	7.155024e-01
134           	7.844114e-01	7.173746e-01	7.173746e-01
135           	7.855223e-01	7.192886e-01	7.192886e-01
136           	7.867507e-01	7.212433e-01	7.212433e-01
137           	7.879701e-01	7.232250e-01	7.232250e-01
138           	7.894093e-01	7.252172e-01	7.252172e-01
139           	7.912304e-01	7.272185e-01	7.272185e-01
140           	7.932436e-01	7.292216e-01	7.292216e-01
141           	7.956150e-01	7.312240e-01	7.312240e-01
142           	7.983276e-01	7.332214e-01	7.332214e-01
143           	8.009495e-01	7.351572e-01	7.351572e-01
144           	8.034615e-01	7.370843e-01	7.370843e-01
145           	8.058170e-01	7.389864e-01	7.389864e-01
146           	8.077683e-01	7.408080e-01	7.408080e-01
147           	8.096667e-01	7.425833e-01	7.425833e-01
148           	8.113178e-01	7.443096e-01	7.443096e-01
149           	8.128746e-01	7.459887e-01	7.459887e-01
150           	8.142450e-01	7.475722e-01	7.475722e-01
151           	8.155422e-01	7.491022e-01	7.491022e-01
152           	8.165797e-01	7.505356e-01	7.505356e-01
153           	8.174703e-01	7.519084e-01	7.519084e-01
154           	8.182368e-01	7.532095e-01	7.532095e-01
155           	8.189718e-01	7.544555e-01	7.544555e-01
156           	8.193989e-01	7.556172e-01	7.556172e-01
157           	8.193626e-01	7.567138e-01	7.567138e-01
158           	8.190252e-01	7.577460e-01	7.577460e-01
159           	8.184217e-01	7.587243e-01	7.587243e-01
160           	8.173872e-01	7.596538e-01	7.596538e-01
161           	8.157326e-01	7.605241e-01	7.605241e-01
162           	8.152643e-01	7.613363e-01	7.613363e-01
163           	8.133168e-01	7.620988e-01	7.620988e-01
164           	8.124527e-01	7.628181e-01	7.628181e-01
165           	8.098692e-01	7.634994e-01	7.634994e-01
166           	8.090474e-01	7.641377e-01	7.641377e-01
167           	8.062485e-01	7.647410e-01	7.647410e-01
168           	8.051448e-01	7.653123e-01	7.653123e-01
169           	8.027971e-01	7.658532e-01	7.658532e-01
170           	8.017648e-01	7.663663e-01	7.663663e-01
171           	7.992450e-01	7.668516e-01	7.668516e-01
172           	7.972211e-01	7.673121e-01	7.673121e-01
173           	7.947877e-01	7.677480e-01	7.677480e-01
174           	7.926828e-01	7.681603e-01	7.681603e-01
175           	7.891183e-01	7.685485e-01	7.685485e-01
176           	7.859497e-01	7.689146e-01	7.689146e-01
177           	7.828846e-01	7.692582e-01	7.692582e-01
178           	7.797502e-01	7.695804e-01	7.695804e-01
179           	7.761624e-01	7.698809e-01	7.698809e-01
180           	7.732688e-01	7.701612e-01	7.701612e-01
181           	7.704518e-01	7.704205e-01	7.704205e-01
182           	7.679805e-01	7.706599e-01	7.706599e-01
183           	7.653427e-01	7.708790e-01	7.708790e-01
184           	7.629914e-01	7.710794e-01	7.710794e-01
185           	7.598760e-01	7.712610e-01	7.712610e-01
186           	7.570497e-01	7.714253e-01	7.714253e-01
187           	7.536521e-01	7.715721e-01	7.715721e-01
188           	7.499221e-01	7.717027e-01	7.717027e-01
189           	7.466796e-01	7.718178e-01	7.718178e-01
190           	7.437312e-01	7.719184e-01	7.719184e-01
191           	7.411917e-01	7.720049e-01	7.720049e-01
192           	7.389335e-01	7.720782e-01	7.720782e-01
193           	7.372036e-01	7.721391e-01	7.721391e-01
194           	7.340856e-01	7.721880e-01	7.721880e-01
195           	7.311668e-01	7.722262e-01	7.722262e-01
196           	7.273038e-01	7.722542e-01	7.722542e-01
197           	7.234968e-01	7.722732e-01	7.722732e-01
198           	7.201805e-01	7.722838e-01	7.722838e-01
199           	7.176567e-01	7.722867e-01	7.722867e-01
200           	7.144497e-01	7.722825e-01	7.722825e-01
201           	7.132556e-01	7.722727e-01	7.722727e-01
202           	7.108416e-01	7.722560e-01	7.722560e-01
203           	7.065227e-01	7.722339e-01	7.722339e-01
204           	7.019277e-01	7.722076e-01	7.722076e-01
205           	6.962082e-01	7.721776e-01	7.721776e-01
206           	6.927558e-01	7.721447e-01	7.721447e-01
207           	6.895257e-01	7.721089e-01	7.721089e-01
208           	6.872798e-01	7.720707e-01	7.720707e-01
209           	6.844311e-01	7.720303e-01	7.720303e-01
210           	6.817768e-01	7.719882e-01	7.719882e-01
211           	6.793920e-01	7.719447e-01	7.719447e-01
212           	6.759968e-01	7.719001e-01	7.719001e-01
213           	6.724852e-01	7.718548e-01	7.718548e-01
214           	6.692054e-01	7.718089e-01	7.718089e-01
215           	6.634839e-01	7.717629e-01	7.717629e-01
216           	6.590609e-01	7.717167e-01	7.717167e-01
217           	6.525700e-01	7.716707e-01	7.716707e-01
218           	6.478951e-01	7.716247e-01	7.716247e-01
219           	6.429925e-01	7.715792e-01	7.715792e-01
220           	6.340886e-01	7.715339e-01	7.715339e-01
221           	6.268539e-01	7.714892e-01	7.714892e-01
222           	6.228061e-01	7.714451e-01	7.714451e-01
223           	6.172947e-01	7.714018e-01	7.714018e-01
224           	6.084815e-01	7.713590e-01	7.713590e-01
225           	6.034155e-01	7.713171e-01	7.713171e-01
226           	5.988317e-01	7.712762e-01	7.712762e-01
227           	5.938709e-01	7.712364e-01	7.712364e-01
228           	5.857256e-01	7.711974e-01	7.711974e-01
229           	5.788145e-01	7.711597e-01	7.711597e-01
230           	5.734359e-01	7.711230e-01	7.711230e-01
231           	5.673761e-01	7.710876e-01	7.710876e-01
232           	5.575048e-01	7.710533e-01	7.710533e-01
233           	5.539809e-01	7.710201e-01	7.710201e-01
234           	5.509982e-01	7.709883e-01	7.709883e-01
235           	5.484286e-01	7.709578e-01	7.709578e-01
236           	5.414612e-01	7.709282e-01	7.709282e-01
237           	5.325629e-01	7.708999e-01	7.708999e-01
238           	5.232415e-01	7.708727e-01	7.708727e-01
239           	5.189983e-01	7.708467e-01	7.708467e-01
240           	5.145353e-01	7.708220e-01	7.708220e-01
241           	5.076738e-01	7.707983e-01	7.707983e-01
242           	4.853680e-01	7.707756e-01	7.707756e-01
243           	4.833131e-01	7.707536e-01	7.707536e-01
244           	4.802609e-01	7.707329e-01	7.707329e-01
245           	4.780186e-01	7.707133e-01	7.707133e-01
246           	4.678020e-01	7.706944e-01	7.706944e-01
247           	4.601094e-01	7.706764e-01	7.706764e-01
248           	4.533412e-01	7.706592e-01	7.706592e-01
249           	4.495141e-01	7.706429e-01	7.706429e-01
250           	4.481987e-01	7.706274e-01	7.706274e-01
251           	4.472186e-01	7.706127e-01	7.706127e-01
252           	4.470512e-01	7.705986e-01	7.705986e-01
253           	4.466835e-01	7.705852e-01	7.705852e-01
254           	4.466812e-01	7.705723e-01	7.705723e-01
255           	4.473426e-01	7.705601e-01	7.705601e-01
256           	4.488427e-01	7.705484e-01	7.705484e-01
257           	4.496473e-01	7.705373e-01	7.705373e-01
258           	4.492684e-01	7.705266e-01	7.705266e-01
259           	4.503081e-01	7.705166e-01	7.705166e-01
260           	4.511762e-01	7.705070e-01	7.705070e-01
261           	4.519491e-01	7.704979e-01	7.704979e-01
262           	4.518520e-01	7.704893e-01	7.704893e-01
263           	4.521189e-01	7.704812e-01	7.704812e-01
264           	4.514839e-01	7.704734e-01	7.704734e-01
265           	4.511894e-01	7.704661e-01	7.704661e-01
266           	4.505708e-01	7.704591e-01	7.704591e-01
267           	4.500144e-01	7.704525e-01	7.704525e-01
268           	4.486609e-01	7.704462e-01	7.704462e-01
269           	4.467407e-01	7.704402e-01	7.704402e-01
270           	4.425868e-01	7.704346e-01	7.704346e-01
271           	4.378918e-01	7.704292e-01	7.704292e-01
272           	4.313248e-01	7.704240e-01	7.704240e-01
273           	4.242016e-01	7.704192e-01	7.704192e-01
274           	4.174704e-01	7.704146e-01	7.704146e-01
275           	4.107552e-01	7.704104e-01	7.704104e-01
276           	4.065672e-01	7.704064e-01	7.704064e-01
277           	4.011395e-01	7.704028e-01	7.704028e-01
278           	3.966269e-01	7.703994e-01	7.703994e-01
279           	3.928642e-01	7.703962e-01	7.703962e-01
280           	3.902204e-01	7.703931e-01	7.703931e-01
281           	3.870031e-01	7.703903e-01	7.703903e-01
282           	3.853647e-01	7.703876e-01	7.703876e-01
283           	3.831997e-01	7.703850e-01	7.703850e-01
284           	3.815710e-01	7.703826e-01	7.703826e-01
285           	3.807689e-01	7.703803e-01	7.703803e-01
286           	3.801245e-01	7.703782e-01	7.703782e-01
287           	3.797029e-01	7.703762e-01	7.703762e-01
288           	3.802455e-01	7.703743e-01	7.703743e-01
289           	3.822778e-01	7.703725e-01	7.703725e-01
290           	3.871881e-01	7.703709e-01	7.703709e-01
291           	3.916514e-01	7.703694e-01	7.703694e-01
292           	3.965837e-01	7.703681e-01	7.703681e-01
293           	4.030787e-01	7.703669e-01	7.703669e-01
294           	4.063777e-01	7.703658e-01	7.703658e-01
295           	4.082255e-01	7.703647e-01	7.703647e-01
296           	4.089213e-01	7.703637e-01	7.703637e-01
297           	4.096380e-01	7.703627e-01	7.703627e-01
298           	4.088093e-01	7.703618e-01	7.703618e-01
299           	4.071381e-01	7.703608e-01	7.703608e-01
300           	4.041711e-01	7.703599e-01	7.703599e-01
301           	4.004058e-01	7.703590e-01	7.703590e-01
302           	3.924973e-01	7.703582e-01	7.703582e-01
303           	3.870757e-01	7.703574e-01	7.703574e-01
304           	3.821728e-01	7.703568e-01	7.703568e-01
305           	3.791389e-01	7.703563e-01	7.703563e-01
306           	3.755716e-01	7.703558e-01	7.703558e-01
307           	3.732814e-01	7.703555e-01	7.703555e-01
308           	3.686952e-01	7.703553e-01	7.703553e-01
309           	3.643266e-01	7.703551e-01	7.703551e-01
310           	3.604967e-01	7.703548e-01	7.703548e-01
311           	3.574648e-01	7.703546e-01	7.703546e-01
312           	3.550127e-01	7.703544e-01	7.703544e-01
313           	3.514449e-01	7.703541e-01	7.703541e-01
314           	3.473702e-01	7.703539e-01	7.703539e-01
315           	3.457806e-01	7.703537e-01	7.703537e-01
316           	3.437553e-01	7.703535e-01	7.703535e-01
317           	3.424890e-01	7.703533e-01	7.703533e-01
318           	3.401321e-01	7.703532e-01	7.703532e-01
319           	3.381353e-01	7.703531e-01	7.703531e-01
320           	3.357577e-01	7.703530e-01	7.703530e-01
321           	3.331616e-01	7.703529e-01	7.703529e-01
322           	3.276407e-01	7.703529e-01	7.703529e-01
323           	3.226475e-01	7.703528e-01	7.703528e-01
324           	3.163947e-01	7.703528e-01	7.703528e-01
325           	3.099353e-01	7.703527e-01	7.703527e-01
326           	3.025438e-01	7.703527e-01	7.703527e-01
327           	2.951920e-01	7.703527e-01	7.703527e-01
328           	2.913061e-01	7.703527e-01	7.703527e-01
329           	2.873209e-01	7.703527e-01	7.703527e-01
330           	2.838846e-01	7.703527e-01	7.703527e-01
331           	2.801752e-01	7.703528e-01	7.703528e-01
332           	2.771176e-01	7.703528e-01	7.703528e-01
333           	2.748413e-01	7.703529e-01	7.703529e-01
334           	2.738206e-01	7.703529e-01	7.703529e-01
335           	2.727272e-01	7.703530e-01	7.703530e-01
336           	2.706522e-01	7.703530e-01	7.703530e-01
337           	2.672313e-01	7.703530e-01	7.703530e-01
338           	2.624720e-01	7.703531e-01	7.703531e-01
339           	2.562888e-01	7.703531e-01	7.703531e-01
340           	2.507281e-01	7.703531e-01	7.703531e-01
341           	2.455969e-01	7.703532e-01	7.703532e-01
342           	2.384158e-01	7.703532e-01	7.703532e-01
343           	2.318130e-01	7.703532e-01	7.703532e-01
344           	2.254774e-01	7.703532e-01	7.703532e-01
345           	2.214413e-01	7.703533e-01	7.703533e-01
346           	2.170796e-01	7.703533e-01	7.703533e-01
347           	2.151540e-01	7.703534e-01	7.703534e-01
348           	2.136308e-01	7.703535e-01	7.703535e-01
349           	2.125490e-01	7.703536e-01	7.703536e-01
350           	2.112371e-01	7.703536e-01	7.703536e-01
351           	2.087342e-01	7.703537e-01	7.703537e-01
352           	2.073926e-01	7.703538e-01	7.703538e-01
353           	2.061482e-01	7.703540e-01	7.703540e-01
354           	2.052988e-01	7.703540e-01	7.703540e-01
355           	2.047813e-01	7.703541e-01	7.703541e-01
356           	2.040426e-01	7.703542e-01	7.703542e-01
357           	2.039988e-01	7.703542e-01	7.703542e-01
358           	2.038778e-01	7.703542e-01	7.703542e-01
359           	2.043811e-01	7.703542e-01	7.703542e-01
360           	2.054525e-01	7.703542e-01	7.703542e-01
361           	2.081384e-01	7.703542e-01	7.703542e-01
362           	2.125542e-01	7.703543e-01	7.703543e-01
363           	2.190413e-01	7.703544e-01	7.703544e-01
364           	2.255521e-01	7.703545e-01	7.703545e-01
365           	2.321130e-01	7.703547e-01	7.703547e-01
366           	2.379625e-01	7.703549e-01	7.703549e-01
367           	2.417908e-01	7.703550e-01	7.703550e-01
368           	2.453811e-01	7.703551e-01	7.703551e-01
369           	2.474958e-01	7.703552e-01	7.703552e-01
370           	2.497073e-01	7.703552e-01	7.703552e-01
371           	2.513027e-01	7.703553e-01	7.703553e-01
372           	2.531198e-01	7.703553e-01	7.703553e-01
373           	2.546578e-01	7.703554e-01	7.703554e-01
374           	2.567298e-01	7.703554e-01	7.703554e-01
375           	2.588754e-01	7.703555e-01	7.703555e-01
376           	2.619533e-01	7.703555e-01	7.703555e-01
377           	2.646413e-01	7.703556e-01	7.703556e-01
378           	2.678771e-01	7.703557e-01	7.703557e-01
379           	2.701593e-01	7.703559e-01	7.703559e-01
380           	2.726681e-01	7.703560e-01	7.703560e-01
381           	2.741900e-01	7.703562e-01	7.703562e-01
382           	2.755602e-01	7.703563e-01	7.703563e-01
383           	2.765331e-01	7.703565e-01	7.703565e-01
384           	2.772886e-01	7.703566e-01	7.703566e-01
385           	2.778661e-01	7.703566e-01	7.703566e-01
386           	2.782051e-01	7.703566e-01	7.703566e-01
387           	2.785172e-01	7.703566e-01	7.703566e-01
388           	2.785791e-01	7.703565e-01	7.703565e-01
389           	2.787061e-01	7.703564e-01	7.703564e-01
390           	2.786031e-01	7.703562e-01	7.703562e-01
391           	2.786268e-01	7.703560e-01	7.703560e-01
392           	2.784549e-01	7.703558e-01	7.703558e-01
393           	2.784505e-01	7.703557e-01	7.703557e-01
394           	2.782681e-01	7.703555e-01	7.703555e-01
395           	2.783217e-01	7.703553e-01	7.703553e-01
396           	2.782198e-01	7.703551e-01	7.703551e-01
397           	2.783754e-01	7.703550e-01	7.703550e-01
398           	2.784742e-01	7.703548e-01	7.703548e-01
399           	2.788248e-01	7.703546e-01	7.703546e-01
400           	2.792589e-01	7.703544e-01	7.703544e-01
401           	2.798528e-01	7.703543e-01	7.703543e-01
402           	2.806197e-01	7.703541e-01	7.703541e-01
403           	2.814248e-01	7.703540e-01	7.703540e-01
404           	2.823955e-01	7.703539e-01	7.703539e-01
405           	2.832452e-01	7.703538e-01	7.703538e-01
406           	2.841864e-01	7.703537e-01	7.703537e-01
407           	2.849726e-01	7.703536e-01	7.703536e-01
408           	2.857547e-01	7.703536e-01	7.703536e-01
409           	2.863887e-01	7.703537e-01	7.703537e-01
410           	2.868496e-01	7.703537e-01	7.703537e-01
411           	2.872789e-01	7.703538e-01	7.703538e-01
412           	2.874893e-01	7.703540e-01	7.703540e-01
413           	2.877598e-01	7.703542e-01	7.703542e-01
414           	2.878043e-01	7.703545e-01	7.703545e-01
415           	2.879831e-01	7.703549e-01	7.703549e-01
416           	2.879912e-01	7.703552e-01	7.703552e-01
417           	2.882254e-01	7.703557e-01	7.703557e-01
418           	2.884342e-01	7.703562e-01	7.703562e-01
419           	2.889345e-01	7.703567e-01	7.703567e-01
420           	2.896760e-01	7.703572e-01	7.703572e-01
421           	2.905937e-01	7.703578e-01	7.703578e-01
422           	2.919247e-01	7.703583e-01	7.703583e-01
423           	2.931016e-01	7.703589e-01	7.703589e-01
424           	2.946215e-01	7.703594e-01	7.703594e-01
425           	2.957803e-01	7.703598e-01	7.703598e-01
426           	2.971016e-01	7.703602e-01	7.703602e-01
427           	2.980252e-01	7.703605e-01	7.703605e-01
428           	2.989219e-01	7.703607e-01	7.703607e-01
429           	2.995598e-01	7.703608e-01	7.703608e-01
430           	3.000284e-01	7.703607e-01	7.703607e-01
431           	3.004151e-01	7.703606e-01	7.703606e-01
432           	3.005657e-01	7.703603e-01	7.703603e-01
433           	3.007773e-01	7.703600e-01	7.703600e-01
434           	3.007349e-01	7.703595e-01	7.703595e-01
435           	3.008493e-01	7.703589e-01	7.703589e-01
436           	3.007490e-01	7.703583e-01	7.703583e-01
437           	3.008539e-01	7.703576e-01	7.703576e-01
438           	3.007890e-01	7.703569e-01	7.703569e-01
439           	3.009557e-01	7.703561e-01	7.703561e-01
440           	3.010027e-01	7.703553e-01	7.703553e-01
441           	3.012748e-01	7.703545e-01	7.703545e-01
442           	3.014732e-01	7.703537e-01	7.703537e-01
443           	3.018573e-01	7.703529e-01	7.703529e-01
444           	3.022145e-01	7.703522e-01	7.703522e-01
445           	3.026900e-01	7.703515e-01	7.703515e-01
446           	3.031510e-01	7.703508e-01	7.703508e-01
447           	3.036671e-01	7.703502e-01	7.703502e-01
448           	3.041535e-01	7.703497e-01	7.703497e-01
449           	3.046572e-01	7.703493e-01	7.703493e-01
450           	3.050774e-01	7.703489e-01	7.703489e-01
451           	3.055201e-01	7.703487e-01	7.703487e-01
452           	3.058289e-01	7.703486e-01	7.703486e-01
453           	3.061912e-01	7.703485e-01	7.703485e-01
454           	3.063708e-01	7.703486e-01	7.703486e-01
455           	3.066501e-01	7.703487e-01	7.703487e-01
456           	3.067225e-01	7.703489e-01	7.703489e-01
457           	3.069290e-01	7.703492e-01	7.703492e-01
458           	3.069118e-01	7.703496e-01	7.703496e-01
459           	3.070603e-01	7.703500e-01	7.703500e-01
460           	3.070014e-01	7.703504e-01	7.703504e-01
461           	3.071109e-01	7.703509e-01	7.703509e-01
462           	3.070267e-01	7.703513e-01	7.703513e-01
463           	3.071182e-01	7.703518e-01	7.703518e-01
464           	3.070140e-01	7.703522e-01	7.703522e-01
465           	3.071058e-01	7.703526e-01	7.703526e-01
466           	3.070092e-01	7.703529e-01	7.703529e-01
467           	3.071070e-01	7.703532e-01	7.703532e-01
468           	3.070385e-01	7.703534e-01	7.703534e-01
469           	3.071657e-01	7.703536e-01	7.703536e-01
470           	3.071179e-01	7.703536e-01	7.703536e-01
471           	3.072673e-01	7.703537e-01	7.703537e-01
472           	3.072392e-01	7.703536e-01	7.703536e-01
473           	3.074070e-01	7.703535e-01	7.703535e-01
474           	3.073905e-01	7.703533e-01	7.703533e-01
475           	3.075671e-01	7.703531e-01	7.703531e-01
476           	3.075559e-01	7.703529e-01	7.703529e-01
477           	3.077320e-01	7.703526e-01	7.703526e-01
478           	3.077147e-01	7.703523e-01	7.703523e-01
479           	3.078794e-01	7.703520e-01	7.703520e-01
480           	3.078504e-01	7.703517e-01	7.703517e-01
481           	3.079969e-01	7.703514e-01	7.703514e-01
482           	3.079487e-01	7.703511e-01	7.703511e-01
483           	3.080640e-01	7.703508e-01	7.703508e-01
484           	3.079869e-01	7.703506e-01	7.703506e-01
485           	3.080847e-01	7.703503e-01	7.703503e-01
486           	3.079805e-01	7.703501e-01	7.703501e-01
487           	3.080588e-01	7.703500e-01	7.703500e-01
488           	3.079345e-01	7.703498e-01	7.703498e-01
489           	3.080013e-01	7.703497e-01	7.703497e-01
490           	3.078620e-01	7.703496e-01	7.703496e-01
491           	3.079221e-01	7.703496e-01	7.703496e-01
492           	3.077788e-01	7.703495e-01	7.703495e-01
493           	3.078385e-01	7.703496e-01	7.703496e-01
494           	3.076970e-01	7.703496e-01	7.703496e-01
495           	3.077611e-01	7.703497e-01	7.703497e-01
496           	3.076312e-01	7.703497e-01	7.703497e-01
497           	3.077043e-01	7.703498e-01	7.703498e-01
498           	3.075886e-01	7.703499e-01	7.703499e-01
499           	3.076807e-01	7.703501e-01	7.703501e-01
500           	3.075820e-01	7.703502e-01	7.703502e-01
