# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
1476            	DILUPBiCGStab	1.18659110e-05	2.39873580e-09	1	1.87500970e-06	7.33859130e-09	1	false	DILUPBiCGStab	1.24565150e-05	2.73894130e-10	1	true	DILUPBiCGStab	2.20598720e-07	7.90829650e-11	1	true	GAMG	2.66099890e-06	2.44553910e-07	2	true
1477            	DILUPBiCGStab	1.18585290e-05	2.39574370e-09	1	1.87248570e-06	7.32504240e-09	1	false	DILUPBiCGStab	1.24510980e-05	2.73527120e-10	1	true	DILUPBiCGStab	2.20343900e-07	7.89685170e-11	1	true	GAMG	2.65815810e-06	2.44317210e-07	2	true
1478            	DILUPBiCGStab	1.18511500e-05	2.39275510e-09	1	1.86996120e-06	7.31150690e-09	1	false	DILUPBiCGStab	1.24456760e-05	2.73163020e-10	1	true	DILUPBiCGStab	2.20089490e-07	7.88542950e-11	1	true	GAMG	2.65537230e-06	2.44081020e-07	2	true
1479            	DILUPBiCGStab	1.18437810e-05	2.38977020e-09	1	1.86743600e-06	7.29800390e-09	1	false	DILUPBiCGStab	1.24402490e-05	2.72799550e-10	1	true	DILUPBiCGStab	2.19835480e-07	7.87402950e-11	1	true	GAMG	2.65258480e-06	2.43844860e-07	2	true
1480            	DILUPBiCGStab	1.18364330e-05	2.38678880e-09	1	1.86491560e-06	7.28450900e-09	1	false	DILUPBiCGStab	1.24348230e-05	2.72436620e-10	1	true	DILUPBiCGStab	2.19581870e-07	7.86265160e-11	1	true	GAMG	2.64980090e-06	2.43609220e-07	2	true
1481            	DILUPBiCGStab	1.18290870e-05	2.38381110e-09	1	1.86239590e-06	7.27102260e-09	1	false	DILUPBiCGStab	1.24294000e-05	2.72074210e-10	1	true	DILUPBiCGStab	2.19328660e-07	7.85129570e-11	1	true	GAMG	2.64701390e-06	2.43373760e-07	2	true
1482            	DILUPBiCGStab	1.18217440e-05	2.38083690e-09	1	1.85987530e-06	7.25759640e-09	1	false	DILUPBiCGStab	1.24239740e-05	2.71712320e-10	1	true	DILUPBiCGStab	2.19075850e-07	7.83996160e-11	1	true	GAMG	2.64422290e-06	2.43138540e-07	2	true
1483            	DILUPBiCGStab	1.18144040e-05	2.37786640e-09	1	1.85735480e-06	7.24431050e-09	1	false	DILUPBiCGStab	1.24185420e-05	2.71350960e-10	1	true	DILUPBiCGStab	2.18823440e-07	7.82864960e-11	1	true	GAMG	2.64142700e-06	2.42903840e-07	2	true
1484            	DILUPBiCGStab	1.18070660e-05	2.37490000e-09	1	1.85483370e-06	7.23103330e-09	1	false	DILUPBiCGStab	1.24131060e-05	2.70990120e-10	1	true	DILUPBiCGStab	2.18571420e-07	7.81735990e-11	1	true	GAMG	2.63863020e-06	2.42669320e-07	2	true
1485            	DILUPBiCGStab	1.17997320e-05	2.37194130e-09	1	1.85231380e-06	7.21776460e-09	1	false	DILUPBiCGStab	1.24076640e-05	2.70629870e-10	1	true	DILUPBiCGStab	2.18319810e-07	7.80609200e-11	1	true	GAMG	2.63583810e-06	2.42435070e-07	2	true
1486            	DILUPBiCGStab	1.17924190e-05	2.36898670e-09	1	1.84979440e-06	7.20450450e-09	1	false	DILUPBiCGStab	1.24022180e-05	2.70270220e-10	1	true	DILUPBiCGStab	2.18068590e-07	7.79484580e-11	1	true	GAMG	2.63304260e-06	2.42201460e-07	2	true
1487            	DILUPBiCGStab	1.17851200e-05	2.36603860e-09	1	1.84727440e-06	7.19125300e-09	1	false	DILUPBiCGStab	1.23967670e-05	2.69911100e-10	1	true	DILUPBiCGStab	2.17817770e-07	7.78362120e-11	1	true	GAMG	2.63024640e-06	2.41968350e-07	2	true
1488            	DILUPBiCGStab	1.17778230e-05	2.36310020e-09	1	1.84475390e-06	7.17801090e-09	1	false	DILUPBiCGStab	1.23913110e-05	2.69552510e-10	1	true	DILUPBiCGStab	2.17567340e-07	7.77241830e-11	1	true	GAMG	2.62744710e-06	2.41735160e-07	2	true
1489            	DILUPBiCGStab	1.17705300e-05	2.36016540e-09	1	1.84223290e-06	7.16477710e-09	1	false	DILUPBiCGStab	1.23858500e-05	2.69194430e-10	1	true	DILUPBiCGStab	2.17317310e-07	7.76123720e-11	1	true	GAMG	2.62466310e-06	2.41502510e-07	2	true
1490            	DILUPBiCGStab	1.17632390e-05	2.35723580e-09	1	1.83971140e-06	7.15155240e-09	1	false	DILUPBiCGStab	1.23803850e-05	2.68836870e-10	1	true	DILUPBiCGStab	2.17067670e-07	7.75007790e-11	1	true	GAMG	2.62187680e-06	2.41270040e-07	2	true
1491            	DILUPBiCGStab	1.17559520e-05	2.35431310e-09	1	1.83719140e-06	7.13833680e-09	1	false	DILUPBiCGStab	1.23749140e-05	2.68479830e-10	1	true	DILUPBiCGStab	2.16818420e-07	7.73894010e-11	1	true	GAMG	2.61908630e-06	2.41038010e-07	2	true
1492            	DILUPBiCGStab	1.17486960e-05	2.35139460e-09	1	1.83467710e-06	7.12513050e-09	1	false	DILUPBiCGStab	1.23694390e-05	2.68123320e-10	1	true	DILUPBiCGStab	2.16569560e-07	7.72782370e-11	1	true	GAMG	2.61630600e-06	2.40806150e-07	2	true
1493            	DILUPBiCGStab	1.17414510e-05	2.34847980e-09	1	1.83221270e-06	7.11193330e-09	1	false	DILUPBiCGStab	1.23639590e-05	2.67767310e-10	1	true	DILUPBiCGStab	2.16321100e-07	7.71672870e-11	1	true	GAMG	2.61355620e-06	2.40574630e-07	2	true
1494            	DILUPBiCGStab	1.17342090e-05	2.34556860e-09	1	1.82975350e-06	7.09874620e-09	1	false	DILUPBiCGStab	1.23584750e-05	2.67411980e-10	1	true	DILUPBiCGStab	2.16073020e-07	7.70565490e-11	1	true	GAMG	2.61085330e-06	2.40343480e-07	2	true
1495            	DILUPBiCGStab	1.17269690e-05	2.34266080e-09	1	1.82730260e-06	7.08557350e-09	1	false	DILUPBiCGStab	1.23529860e-05	2.67057600e-10	1	true	DILUPBiCGStab	2.15825340e-07	7.69460230e-11	1	true	GAMG	2.60815590e-06	2.40112690e-07	2	true
1496            	DILUPBiCGStab	1.17197320e-05	2.33975660e-09	1	1.82485210e-06	7.07243980e-09	1	false	DILUPBiCGStab	1.23475270e-05	2.66703740e-10	1	true	DILUPBiCGStab	2.15578040e-07	7.68357100e-11	1	true	GAMG	2.60545330e-06	2.39882130e-07	2	true
1497            	DILUPBiCGStab	1.17125280e-05	2.33685590e-09	1	1.82240170e-06	7.05931590e-09	1	false	DILUPBiCGStab	1.23420830e-05	2.66350380e-10	1	true	DILUPBiCGStab	2.15331140e-07	7.67256130e-11	1	true	GAMG	2.60274560e-06	2.39651960e-07	2	true
1498            	DILUPBiCGStab	1.17053330e-05	2.33395870e-09	1	1.81995130e-06	7.04620130e-09	1	false	DILUPBiCGStab	1.23366350e-05	2.65997540e-10	1	true	DILUPBiCGStab	2.15084620e-07	7.66157310e-11	1	true	GAMG	2.60003330e-06	2.39422150e-07	2	true
1499            	DILUPBiCGStab	1.16981410e-05	2.33106500e-09	1	1.81750050e-06	7.03309610e-09	1	false	DILUPBiCGStab	1.23311820e-05	2.65645220e-10	1	true	DILUPBiCGStab	2.14838480e-07	7.65060590e-11	1	true	GAMG	2.59731640e-06	2.39192680e-07	2	true
1500            	DILUPBiCGStab	1.16909530e-05	2.32817490e-09	1	1.81505240e-06	7.02000090e-09	1	false	DILUPBiCGStab	1.23257250e-05	2.65293400e-10	1	true	DILUPBiCGStab	2.14592730e-07	7.63965960e-11	1	true	GAMG	2.59459450e-06	2.38963290e-07	2	true
1501            	DILUPBiCGStab	1.16837920e-05	2.32528830e-09	1	1.81260440e-06	7.00691680e-09	1	false	DILUPBiCGStab	1.23202630e-05	2.64942180e-10	1	true	DILUPBiCGStab	2.14347370e-07	7.62873430e-11	1	true	GAMG	2.59187430e-06	2.38734390e-07	2	true
1502            	DILUPBiCGStab	1.16766540e-05	2.32240520e-09	1	1.81015630e-06	6.99384260e-09	1	false	DILUPBiCGStab	1.23147970e-05	2.64591540e-10	1	true	DILUPBiCGStab	2.14102390e-07	7.61783030e-11	1	true	GAMG	2.58917240e-06	2.38505800e-07	2	true
1503            	DILUPBiCGStab	1.16695190e-05	2.31952570e-09	1	1.80770810e-06	6.98077840e-09	1	false	DILUPBiCGStab	1.23093260e-05	2.64241410e-10	1	true	DILUPBiCGStab	2.13857800e-07	7.60694730e-11	1	true	GAMG	2.58647060e-06	2.38277290e-07	2	true
1504            	DILUPBiCGStab	1.16623880e-05	2.31665530e-09	1	1.80525940e-06	6.96773620e-09	1	false	DILUPBiCGStab	1.23038510e-05	2.63891790e-10	1	true	DILUPBiCGStab	2.13613590e-07	7.59608510e-11	1	true	GAMG	2.58376550e-06	2.38049310e-07	2	true
1505            	DILUPBiCGStab	1.16553040e-05	2.31379380e-09	1	1.80281100e-06	6.95470950e-09	1	false	DILUPBiCGStab	1.22983710e-05	2.63542670e-10	1	true	DILUPBiCGStab	2.13369750e-07	7.58524360e-11	1	true	GAMG	2.58105840e-06	2.37821640e-07	2	true
1506            	DILUPBiCGStab	1.16482250e-05	2.31093580e-09	1	1.80036490e-06	6.94169360e-09	1	false	DILUPBiCGStab	1.22928870e-05	2.63194050e-10	1	true	DILUPBiCGStab	2.13126310e-07	7.57442280e-11	1	true	GAMG	2.57834880e-06	2.37594340e-07	2	true
1507            	DILUPBiCGStab	1.16411500e-05	2.30808130e-09	1	1.79791940e-06	6.92868800e-09	1	false	DILUPBiCGStab	1.22873980e-05	2.62846010e-10	1	true	DILUPBiCGStab	2.12883240e-07	7.56362260e-11	1	true	GAMG	2.57563640e-06	2.37367340e-07	2	true
1508            	DILUPBiCGStab	1.16341250e-05	2.30523030e-09	1	1.79547380e-06	6.91569270e-09	1	false	DILUPBiCGStab	1.22819050e-05	2.62498610e-10	1	true	DILUPBiCGStab	2.12640550e-07	7.55284300e-11	1	true	GAMG	2.57293890e-06	2.37140670e-07	2	true
1509            	DILUPBiCGStab	1.16271080e-05	2.30238290e-09	1	1.79302860e-06	6.90270770e-09	1	false	DILUPBiCGStab	1.22764080e-05	2.62151740e-10	1	true	DILUPBiCGStab	2.12398240e-07	7.54208400e-11	1	true	GAMG	2.57028220e-06	2.36914260e-07	2	true
1510            	DILUPBiCGStab	1.16202650e-05	2.29953890e-09	1	1.79058470e-06	6.88974420e-09	1	false	DILUPBiCGStab	1.22709060e-05	2.61805700e-10	1	true	DILUPBiCGStab	2.12156310e-07	7.53134610e-11	1	true	GAMG	2.56763400e-06	2.36688260e-07	2	true
1511            	DILUPBiCGStab	1.16138810e-05	2.29669850e-09	1	1.78814230e-06	6.87686920e-09	1	false	DILUPBiCGStab	1.22654000e-05	2.61460610e-10	1	true	DILUPBiCGStab	2.11914750e-07	7.52062850e-11	1	true	GAMG	2.56498430e-06	2.36462390e-07	2	true
1512            	DILUPBiCGStab	1.16075000e-05	2.29386160e-09	1	1.78570200e-06	6.86400990e-09	1	false	DILUPBiCGStab	1.22598910e-05	2.61116230e-10	1	true	DILUPBiCGStab	2.11673580e-07	7.50993140e-11	1	true	GAMG	2.56232970e-06	2.36236960e-07	2	true
1513            	DILUPBiCGStab	1.16011210e-05	2.29102820e-09	1	1.78326200e-06	6.85116110e-09	1	false	DILUPBiCGStab	1.22543770e-05	2.60772350e-10	1	true	DILUPBiCGStab	2.11432780e-07	7.49925460e-11	1	true	GAMG	2.55967020e-06	2.36011770e-07	2	true
1514            	DILUPBiCGStab	1.15947450e-05	2.28820090e-09	1	1.78082170e-06	6.83832220e-09	1	false	DILUPBiCGStab	1.22488590e-05	2.60428960e-10	1	true	DILUPBiCGStab	2.11192350e-07	7.48859810e-11	1	true	GAMG	2.55700600e-06	2.35786790e-07	2	true
1515            	DILUPBiCGStab	1.15883710e-05	2.28537940e-09	1	1.77838170e-06	6.82549430e-09	1	false	DILUPBiCGStab	1.22433360e-05	2.60086060e-10	1	true	DILUPBiCGStab	2.10952300e-07	7.47796180e-11	1	true	GAMG	2.55433690e-06	2.35562080e-07	2	true
1516            	DILUPBiCGStab	1.15820010e-05	2.28257620e-09	1	1.77594260e-06	6.81267650e-09	1	false	DILUPBiCGStab	1.22378100e-05	2.59743660e-10	1	true	DILUPBiCGStab	2.10712620e-07	7.46734580e-11	1	true	GAMG	2.55166310e-06	2.35337900e-07	2	true
1517            	DILUPBiCGStab	1.15756360e-05	2.27978000e-09	1	1.77350490e-06	6.79987550e-09	1	false	DILUPBiCGStab	1.22322800e-05	2.59401740e-10	1	true	DILUPBiCGStab	2.10473320e-07	7.45674990e-11	1	true	GAMG	2.54898450e-06	2.35113870e-07	2	true
1518            	DILUPBiCGStab	1.15692750e-05	2.27698730e-09	1	1.77106710e-06	6.78711630e-09	1	false	DILUPBiCGStab	1.22267450e-05	2.59060320e-10	1	true	DILUPBiCGStab	2.10234390e-07	7.44617410e-11	1	true	GAMG	2.54630630e-06	2.34890120e-07	2	true
1519            	DILUPBiCGStab	1.15629160e-05	2.27420030e-09	1	1.76862910e-06	6.77436740e-09	1	false	DILUPBiCGStab	1.22212060e-05	2.58719380e-10	1	true	DILUPBiCGStab	2.09995830e-07	7.43561840e-11	1	true	GAMG	2.54364580e-06	2.34666650e-07	2	true
1520            	DILUPBiCGStab	1.15565590e-05	2.27142470e-09	1	1.76619230e-06	6.76162890e-09	1	false	DILUPBiCGStab	1.22157230e-05	2.58378930e-10	1	true	DILUPBiCGStab	2.09757640e-07	7.42508270e-11	1	true	GAMG	2.54100110e-06	2.34443530e-07	2	true
1521            	DILUPBiCGStab	1.15502050e-05	2.26865370e-09	1	1.76379550e-06	6.74890120e-09	1	false	DILUPBiCGStab	1.22102380e-05	2.58039050e-10	1	true	DILUPBiCGStab	2.09519820e-07	7.41456690e-11	1	true	GAMG	2.53837300e-06	2.34220980e-07	2	true
1522            	DILUPBiCGStab	1.15438540e-05	2.26588910e-09	1	1.76140160e-06	6.73619390e-09	1	false	DILUPBiCGStab	1.22047490e-05	2.57700170e-10	1	true	DILUPBiCGStab	2.09282370e-07	7.40407100e-11	1	true	GAMG	2.53574420e-06	2.33998560e-07	2	true
1523            	DILUPBiCGStab	1.15375040e-05	2.26312870e-09	1	1.75900750e-06	6.72349710e-09	1	false	DILUPBiCGStab	1.21992560e-05	2.57361770e-10	1	true	DILUPBiCGStab	2.09045290e-07	7.39359500e-11	1	true	GAMG	2.53311110e-06	2.33776600e-07	2	true
1524            	DILUPBiCGStab	1.15311580e-05	2.26037180e-09	1	1.75661450e-06	6.71081100e-09	1	false	DILUPBiCGStab	1.21937590e-05	2.57023850e-10	1	true	DILUPBiCGStab	2.08808580e-07	7.38313870e-11	1	true	GAMG	2.53047420e-06	2.33554970e-07	2	true
1525            	DILUPBiCGStab	1.15248130e-05	2.25761820e-09	1	1.75422250e-06	6.69813540e-09	1	false	DILUPBiCGStab	1.21882580e-05	2.56686420e-10	1	true	DILUPBiCGStab	2.08572230e-07	7.37270230e-11	1	true	GAMG	2.52783340e-06	2.33333560e-07	2	true
1526            	DILUPBiCGStab	1.15184710e-05	2.25486810e-09	1	1.75183070e-06	6.68547090e-09	1	false	DILUPBiCGStab	1.21827530e-05	2.56349470e-10	1	true	DILUPBiCGStab	2.08336250e-07	7.36228560e-11	1	true	GAMG	2.52518830e-06	2.33112470e-07	2	true
1527            	DILUPBiCGStab	1.15121310e-05	2.25212170e-09	1	1.74943950e-06	6.67281960e-09	1	false	DILUPBiCGStab	1.21772440e-05	2.56013010e-10	1	true	DILUPBiCGStab	2.08100640e-07	7.35188860e-11	1	true	GAMG	2.52253870e-06	2.32891760e-07	2	true
1528            	DILUPBiCGStab	1.15057940e-05	2.24937870e-09	1	1.74704980e-06	6.66018030e-09	1	false	DILUPBiCGStab	1.21717310e-05	2.55677680e-10	1	true	DILUPBiCGStab	2.07865390e-07	7.34151110e-11	1	true	GAMG	2.51989160e-06	2.32671380e-07	2	true
1529            	DILUPBiCGStab	1.14994630e-05	2.24664000e-09	1	1.74466010e-06	6.64755200e-09	1	false	DILUPBiCGStab	1.21662140e-05	2.55342890e-10	1	true	DILUPBiCGStab	2.07630510e-07	7.33115350e-11	1	true	GAMG	2.51728030e-06	2.32451120e-07	2	true
1530            	DILUPBiCGStab	1.14931330e-05	2.24390560e-09	1	1.74227130e-06	6.63493600e-09	1	false	DILUPBiCGStab	1.21606930e-05	2.55008580e-10	1	true	DILUPBiCGStab	2.07395990e-07	7.32081730e-11	1	true	GAMG	2.51466460e-06	2.32231540e-07	2	true
1531            	DILUPBiCGStab	1.14868060e-05	2.24119050e-09	1	1.73988540e-06	6.62233090e-09	1	false	DILUPBiCGStab	1.21551690e-05	2.54674750e-10	1	true	DILUPBiCGStab	2.07161840e-07	7.31050190e-11	1	true	GAMG	2.51204430e-06	2.32012220e-07	2	true
1532            	DILUPBiCGStab	1.14804810e-05	2.23848720e-09	1	1.73749960e-06	6.60973730e-09	1	false	DILUPBiCGStab	1.21496400e-05	2.54341400e-10	1	true	DILUPBiCGStab	2.06928040e-07	7.30020590e-11	1	true	GAMG	2.50942390e-06	2.31793190e-07	2	true
1533            	DILUPBiCGStab	1.14741590e-05	2.23578700e-09	1	1.73512090e-06	6.59716590e-09	1	false	DILUPBiCGStab	1.21441080e-05	2.54008520e-10	1	true	DILUPBiCGStab	2.06694610e-07	7.28992930e-11	1	true	GAMG	2.50681430e-06	2.31574570e-07	2	true
1534            	DILUPBiCGStab	1.14678380e-05	2.23309020e-09	1	1.73274440e-06	6.58460870e-09	1	false	DILUPBiCGStab	1.21385720e-05	2.53676270e-10	1	true	DILUPBiCGStab	2.06461540e-07	7.27967210e-11	1	true	GAMG	2.50420050e-06	2.31356180e-07	2	true
1535            	DILUPBiCGStab	1.14615210e-05	2.23039900e-09	1	1.73038720e-06	6.57206260e-09	1	false	DILUPBiCGStab	1.21330330e-05	2.53344780e-10	1	true	DILUPBiCGStab	2.06228830e-07	7.26943420e-11	1	true	GAMG	2.50158570e-06	2.31138420e-07	2	true
1536            	DILUPBiCGStab	1.14552060e-05	2.22771210e-09	1	1.72804670e-06	6.55952820e-09	1	false	DILUPBiCGStab	1.21274890e-05	2.53013760e-10	1	true	DILUPBiCGStab	2.05996480e-07	7.25921550e-11	1	true	GAMG	2.49896700e-06	2.30920980e-07	2	true
1537            	DILUPBiCGStab	1.14488930e-05	2.22502850e-09	1	1.72570960e-06	6.54708470e-09	1	false	DILUPBiCGStab	1.21219420e-05	2.52683220e-10	1	true	DILUPBiCGStab	2.05764490e-07	7.24901600e-11	1	true	GAMG	2.49634600e-06	2.30703970e-07	2	true
1538            	DILUPBiCGStab	1.14425830e-05	2.22234800e-09	1	1.72337440e-06	6.53511040e-09	1	false	DILUPBiCGStab	1.21163910e-05	2.52353150e-10	1	true	DILUPBiCGStab	2.05532850e-07	7.23883570e-11	1	true	GAMG	2.49374020e-06	2.30487080e-07	2	true
1539            	DILUPBiCGStab	1.14362750e-05	2.21967060e-09	1	1.72105830e-06	6.52333120e-09	1	false	DILUPBiCGStab	1.21108540e-05	2.52023560e-10	1	true	DILUPBiCGStab	2.05301580e-07	7.22867440e-11	1	true	GAMG	2.49113010e-06	2.30270750e-07	2	true
1540            	DILUPBiCGStab	1.14299740e-05	2.21699650e-09	1	1.71874250e-06	6.51155930e-09	1	false	DILUPBiCGStab	1.21053660e-05	2.51694440e-10	1	true	DILUPBiCGStab	2.05070660e-07	7.21853220e-11	1	true	GAMG	2.48851540e-06	2.30054490e-07	2	true
1541            	DILUPBiCGStab	1.14236760e-05	2.21432750e-09	1	1.71642670e-06	6.49980590e-09	1	false	DILUPBiCGStab	1.20998740e-05	2.51365790e-10	1	true	DILUPBiCGStab	2.04840090e-07	7.20840910e-11	1	true	GAMG	2.48589640e-06	2.29838570e-07	2	true
1542            	DILUPBiCGStab	1.14173810e-05	2.21166160e-09	1	1.71411080e-06	6.48805940e-09	1	false	DILUPBiCGStab	1.20943790e-05	2.51037610e-10	1	true	DILUPBiCGStab	2.04609890e-07	7.19830500e-11	1	true	GAMG	2.48328580e-06	2.29622810e-07	2	true
1543            	DILUPBiCGStab	1.14110890e-05	2.20899940e-09	1	1.71179490e-06	6.47632010e-09	1	false	DILUPBiCGStab	1.20888790e-05	2.50709900e-10	1	true	DILUPBiCGStab	2.04380030e-07	7.18821970e-11	1	true	GAMG	2.48067590e-06	2.29407390e-07	2	true
1544            	DILUPBiCGStab	1.14048000e-05	2.20634130e-09	1	1.70947910e-06	6.46458810e-09	1	false	DILUPBiCGStab	1.20833770e-05	2.50382660e-10	1	true	DILUPBiCGStab	2.04150530e-07	7.17815360e-11	1	true	GAMG	2.47806180e-06	2.29192360e-07	2	true
1545            	DILUPBiCGStab	1.13985140e-05	2.20368650e-09	1	1.70716340e-06	6.45286320e-09	1	false	DILUPBiCGStab	1.20778700e-05	2.50055890e-10	1	true	DILUPBiCGStab	2.03921390e-07	7.16810680e-11	1	true	GAMG	2.47544330e-06	2.28977340e-07	2	true
1546            	DILUPBiCGStab	1.13922300e-05	2.20103480e-09	1	1.70488480e-06	6.44114580e-09	1	false	DILUPBiCGStab	1.20723600e-05	2.49731060e-10	1	true	DILUPBiCGStab	2.03692590e-07	7.15808000e-11	1	true	GAMG	2.47282250e-06	2.28762800e-07	2	true
1547            	DILUPBiCGStab	1.13859480e-05	2.19838620e-09	1	1.70260850e-06	6.42944120e-09	1	false	DILUPBiCGStab	1.20668470e-05	2.49407970e-10	1	true	DILUPBiCGStab	2.03464150e-07	7.14807190e-11	1	true	GAMG	2.47020000e-06	2.28548580e-07	2	true
1548            	DILUPBiCGStab	1.13796680e-05	2.19574090e-09	1	1.70033270e-06	6.41776950e-09	1	false	DILUPBiCGStab	1.20613300e-05	2.49085340e-10	1	true	DILUPBiCGStab	2.03236060e-07	7.13808270e-11	1	true	GAMG	2.46757520e-06	2.28334450e-07	2	true
1549            	DILUPBiCGStab	1.13733910e-05	2.19309860e-09	1	1.69805910e-06	6.40612360e-09	1	false	DILUPBiCGStab	1.20558090e-05	2.48763350e-10	1	true	DILUPBiCGStab	2.03008320e-07	7.12811200e-11	1	true	GAMG	2.46494820e-06	2.28120600e-07	2	true
1550            	DILUPBiCGStab	1.13671170e-05	2.19045960e-09	1	1.69578560e-06	6.39448440e-09	1	false	DILUPBiCGStab	1.20502850e-05	2.48442070e-10	1	true	DILUPBiCGStab	2.02780930e-07	7.11816000e-11	1	true	GAMG	2.46231720e-06	2.27907190e-07	2	true
1551            	DILUPBiCGStab	1.13608450e-05	2.18782370e-09	1	1.69351220e-06	6.38285420e-09	1	false	DILUPBiCGStab	1.20447580e-05	2.48121450e-10	1	true	DILUPBiCGStab	2.02553890e-07	7.10822660e-11	1	true	GAMG	2.45969450e-06	2.27693940e-07	2	true
1552            	DILUPBiCGStab	1.13545750e-05	2.18519100e-09	1	1.69124120e-06	6.37123200e-09	1	false	DILUPBiCGStab	1.20392270e-05	2.47801280e-10	1	true	DILUPBiCGStab	2.02327200e-07	7.09831270e-11	1	true	GAMG	2.45707370e-06	2.27480960e-07	2	true
1553            	DILUPBiCGStab	1.13483080e-05	2.18256140e-09	1	1.68897020e-06	6.35961710e-09	1	false	DILUPBiCGStab	1.20336930e-05	2.47481570e-10	1	true	DILUPBiCGStab	2.02100860e-07	7.08842220e-11	1	true	GAMG	2.45444890e-06	2.27268270e-07	2	true
1554            	DILUPBiCGStab	1.13420430e-05	2.17993500e-09	1	1.68669930e-06	6.34800970e-09	1	false	DILUPBiCGStab	1.20281550e-05	2.47162300e-10	1	true	DILUPBiCGStab	2.01874860e-07	7.07855000e-11	1	true	GAMG	2.45181980e-06	2.27055760e-07	2	true
1555            	DILUPBiCGStab	1.13357820e-05	2.17731180e-09	1	1.68442850e-06	6.33640980e-09	1	false	DILUPBiCGStab	1.20226140e-05	2.46843480e-10	1	true	DILUPBiCGStab	2.01649210e-07	7.06869630e-11	1	true	GAMG	2.44918690e-06	2.26843630e-07	2	true
1556            	DILUPBiCGStab	1.13295230e-05	2.17469180e-09	1	1.68215830e-06	6.32481760e-09	1	false	DILUPBiCGStab	1.20171420e-05	2.46525130e-10	1	true	DILUPBiCGStab	2.01423910e-07	7.05886080e-11	1	true	GAMG	2.44655460e-06	2.26631850e-07	2	true
1557            	DILUPBiCGStab	1.13232670e-05	2.17207490e-09	1	1.67988870e-06	6.31323330e-09	1	false	DILUPBiCGStab	1.20116750e-05	2.46207220e-10	1	true	DILUPBiCGStab	2.01198950e-07	7.04904370e-11	1	true	GAMG	2.44392250e-06	2.26420150e-07	2	true
1558            	DILUPBiCGStab	1.13170140e-05	2.16946120e-09	1	1.67761930e-06	6.30166560e-09	1	false	DILUPBiCGStab	1.20062040e-05	2.45889760e-10	1	true	DILUPBiCGStab	2.00974340e-07	7.03924480e-11	1	true	GAMG	2.44128670e-06	2.26208890e-07	2	true
1559            	DILUPBiCGStab	1.13107640e-05	2.16685170e-09	1	1.67535140e-06	6.29010820e-09	1	false	DILUPBiCGStab	1.20007300e-05	2.45572750e-10	1	true	DILUPBiCGStab	2.00750070e-07	7.02946410e-11	1	true	GAMG	2.43864680e-06	2.25997880e-07	2	true
1560            	DILUPBiCGStab	1.13045170e-05	2.16424610e-09	1	1.67308570e-06	6.27855870e-09	1	false	DILUPBiCGStab	1.19952530e-05	2.45256180e-10	1	true	DILUPBiCGStab	2.00526150e-07	7.01970240e-11	1	true	GAMG	2.43600310e-06	2.25787010e-07	2	true
1561            	DILUPBiCGStab	1.12982720e-05	2.16164580e-09	1	1.67082010e-06	6.26701710e-09	1	false	DILUPBiCGStab	1.19897720e-05	2.44940050e-10	1	true	DILUPBiCGStab	2.00302560e-07	7.00995940e-11	1	true	GAMG	2.43336220e-06	2.25576640e-07	2	true
1562            	DILUPBiCGStab	1.12920310e-05	2.15905690e-09	1	1.66855480e-06	6.25548350e-09	1	false	DILUPBiCGStab	1.19842880e-05	2.44624370e-10	1	true	DILUPBiCGStab	2.00079320e-07	7.00023450e-11	1	true	GAMG	2.43075810e-06	2.25366690e-07	2	true
1563            	DILUPBiCGStab	1.12857970e-05	2.15647120e-09	1	1.66628970e-06	6.24395800e-09	1	false	DILUPBiCGStab	1.19788010e-05	2.44309130e-10	1	true	DILUPBiCGStab	1.99856420e-07	6.99052770e-11	1	true	GAMG	2.42815030e-06	2.25156910e-07	2	true
1564            	DILUPBiCGStab	1.12795660e-05	2.15388860e-09	1	1.66402480e-06	6.23244070e-09	1	false	DILUPBiCGStab	1.19733110e-05	2.43994330e-10	1	true	DILUPBiCGStab	1.99633860e-07	6.98083890e-11	1	true	GAMG	2.42553890e-06	2.24947300e-07	2	true
1565            	DILUPBiCGStab	1.12733380e-05	2.15130920e-09	1	1.66176020e-06	6.22094410e-09	1	false	DILUPBiCGStab	1.19678170e-05	2.43679970e-10	1	true	DILUPBiCGStab	1.99411640e-07	6.97116820e-11	1	true	GAMG	2.42292390e-06	2.24737990e-07	2	true
1566            	DILUPBiCGStab	1.12671120e-05	2.14873290e-09	1	1.65949580e-06	6.20949370e-09	1	false	DILUPBiCGStab	1.19623200e-05	2.43366060e-10	1	true	DILUPBiCGStab	1.99189760e-07	6.96151530e-11	1	true	GAMG	2.42030520e-06	2.24529200e-07	2	true
1567            	DILUPBiCGStab	1.12608890e-05	2.14615970e-09	1	1.65723260e-06	6.19805700e-09	1	false	DILUPBiCGStab	1.19568200e-05	2.43052640e-10	1	true	DILUPBiCGStab	1.98968220e-07	6.95188030e-11	1	true	GAMG	2.41768420e-06	2.24320410e-07	2	true
