# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
480             	DILUPBiCGStab	2.71738160e-05	2.44718970e-09	2	1.13389650e-05	5.55953700e-09	2	false	DILUPBiCGStab	1.54001560e-05	1.52014510e-09	1	true	DILUPBiCGStab	9.64745950e-07	5.87861850e-10	1	true	GAMG	1.26901930e-05	1.01047780e-06	2	true
481             	DILUPBiCGStab	2.71404670e-05	2.43731120e-09	2	1.13053970e-05	5.53665450e-09	2	false	DILUPBiCGStab	1.53740070e-05	1.51490060e-09	1	true	DILUPBiCGStab	9.62487980e-07	5.86211870e-10	1	true	GAMG	1.26716910e-05	1.00894650e-06	2	true
482             	DILUPBiCGStab	2.71072200e-05	2.42759120e-09	2	1.12718520e-05	5.51386050e-09	2	false	DILUPBiCGStab	1.53487610e-05	1.50983940e-09	1	true	DILUPBiCGStab	9.60243110e-07	5.84565940e-10	1	true	GAMG	1.26528700e-05	1.00742710e-06	2	true
483             	DILUPBiCGStab	2.70740310e-05	2.41797170e-09	2	1.12383260e-05	5.49113130e-09	2	false	DILUPBiCGStab	1.53245840e-05	1.50489620e-09	1	true	DILUPBiCGStab	9.58011190e-07	5.82923170e-10	1	true	GAMG	1.26337840e-05	1.00591790e-06	2	true
484             	DILUPBiCGStab	2.70409240e-05	2.40854480e-09	2	1.12057370e-05	5.46843500e-09	2	false	DILUPBiCGStab	1.53013740e-05	1.50012110e-09	1	true	DILUPBiCGStab	9.55797470e-07	5.81286090e-10	1	true	GAMG	1.26144490e-05	1.00440990e-06	2	true
485             	DILUPBiCGStab	2.70078640e-05	2.39922760e-09	2	1.11737060e-05	5.44585980e-09	2	false	DILUPBiCGStab	1.52791270e-05	1.49545650e-09	1	true	DILUPBiCGStab	9.53600600e-07	5.79651670e-10	1	true	GAMG	1.25948920e-05	1.00289350e-06	2	true
486             	DILUPBiCGStab	2.69748540e-05	2.39000460e-09	2	1.11416630e-05	5.42334310e-09	2	false	DILUPBiCGStab	1.52572820e-05	1.49095550e-09	1	true	DILUPBiCGStab	9.51416060e-07	5.78020820e-10	1	true	GAMG	1.25753890e-05	1.00136140e-06	2	true
487             	DILUPBiCGStab	2.69419620e-05	2.38090210e-09	2	1.11096140e-05	5.40088050e-09	2	false	DILUPBiCGStab	1.52366030e-05	1.48653940e-09	1	true	DILUPBiCGStab	9.49243740e-07	5.76391630e-10	1	true	GAMG	1.25556150e-05	9.99804760e-07	2	true
488             	DILUPBiCGStab	2.69092110e-05	2.37195870e-09	2	1.10776380e-05	5.37845140e-09	2	false	DILUPBiCGStab	1.52181670e-05	1.48218270e-09	1	true	DILUPBiCGStab	9.47083470e-07	5.74763750e-10	1	true	GAMG	1.25356670e-05	9.98217170e-07	2	true
489             	DILUPBiCGStab	2.68765210e-05	2.36324670e-09	2	1.10457790e-05	5.35633870e-09	2	false	DILUPBiCGStab	1.51997260e-05	1.47789730e-09	1	true	DILUPBiCGStab	9.44940270e-07	5.73138400e-10	1	true	GAMG	1.25157450e-05	9.96595130e-07	2	true
490             	DILUPBiCGStab	2.68438860e-05	2.35460960e-09	2	1.10139980e-05	5.33426380e-09	2	false	DILUPBiCGStab	1.51825260e-05	1.47367560e-09	1	true	DILUPBiCGStab	9.42811350e-07	5.71518240e-10	1	true	GAMG	1.24956350e-05	9.94937020e-07	2	true
491             	DILUPBiCGStab	2.68113060e-05	2.34612270e-09	2	1.09822210e-05	5.31222170e-09	2	false	DILUPBiCGStab	1.51655570e-05	1.46951510e-09	1	true	DILUPBiCGStab	9.40693990e-07	5.69904440e-10	1	true	GAMG	1.24752690e-05	9.93245280e-07	2	true
492             	DILUPBiCGStab	2.67787850e-05	2.33779870e-09	2	1.09504560e-05	5.29021220e-09	2	false	DILUPBiCGStab	1.51485390e-05	1.46543820e-09	1	true	DILUPBiCGStab	9.38588050e-07	5.68299420e-10	1	true	GAMG	1.24549680e-05	9.91524940e-07	2	true
493             	DILUPBiCGStab	2.67463180e-05	2.32953700e-09	2	1.09187500e-05	5.26825190e-09	2	false	DILUPBiCGStab	1.51321060e-05	1.46147690e-09	1	true	DILUPBiCGStab	9.36497180e-07	5.66701700e-10	1	true	GAMG	1.24353010e-05	9.89777260e-07	2	true
494             	DILUPBiCGStab	2.67139590e-05	2.32133620e-09	2	1.08870430e-05	5.24655700e-09	2	false	DILUPBiCGStab	1.51179260e-05	1.45764120e-09	1	true	DILUPBiCGStab	9.34422870e-07	5.65108230e-10	1	true	GAMG	1.24153540e-05	9.88008680e-07	2	true
495             	DILUPBiCGStab	2.66817450e-05	2.31318970e-09	2	1.08553420e-05	5.22489620e-09	2	false	DILUPBiCGStab	1.51037790e-05	1.45383780e-09	1	true	DILUPBiCGStab	9.32359440e-07	5.63517400e-10	1	true	GAMG	1.23950680e-05	9.86223440e-07	2	true
496             	DILUPBiCGStab	2.66495900e-05	2.30515000e-09	2	1.08243780e-05	5.20328470e-09	2	false	DILUPBiCGStab	1.50899520e-05	1.45007340e-09	1	true	DILUPBiCGStab	9.30312190e-07	5.61928330e-10	1	true	GAMG	1.23750890e-05	9.84431030e-07	2	true
497             	DILUPBiCGStab	2.66174900e-05	2.29718320e-09	2	1.07936050e-05	5.18171440e-09	2	false	DILUPBiCGStab	1.50764190e-05	1.44634730e-09	1	true	DILUPBiCGStab	9.28278760e-07	5.60341210e-10	1	true	GAMG	1.23550600e-05	9.82633110e-07	2	true
498             	DILUPBiCGStab	2.65854430e-05	2.28932680e-09	2	1.07628290e-05	5.16018740e-09	2	false	DILUPBiCGStab	1.50635050e-05	1.44267540e-09	1	true	DILUPBiCGStab	9.26262300e-07	5.58756270e-10	1	true	GAMG	1.23347590e-05	9.80834070e-07	2	true
499             	DILUPBiCGStab	2.65534640e-05	2.28152870e-09	2	1.07333070e-05	5.13869050e-09	2	false	DILUPBiCGStab	1.50526570e-05	1.43904610e-09	1	true	DILUPBiCGStab	9.24257480e-07	5.57177220e-10	1	true	GAMG	1.23143520e-05	9.79037470e-07	2	true
500             	DILUPBiCGStab	2.65215520e-05	2.27376860e-09	2	1.07038720e-05	5.11722570e-09	2	false	DILUPBiCGStab	1.50417040e-05	1.43544170e-09	1	true	DILUPBiCGStab	9.22263620e-07	5.55601900e-10	1	true	GAMG	1.22936340e-05	9.77248290e-07	2	true
501             	DILUPBiCGStab	2.64897620e-05	2.26605150e-09	2	1.06745090e-05	5.09591850e-09	2	false	DILUPBiCGStab	1.50310430e-05	1.43184750e-09	1	true	DILUPBiCGStab	9.20284610e-07	5.54030160e-10	1	true	GAMG	1.22726770e-05	9.75466960e-07	2	true
502             	DILUPBiCGStab	2.64580640e-05	2.25849080e-09	2	1.06452070e-05	5.07470370e-09	2	false	DILUPBiCGStab	1.50224190e-05	1.42809490e-09	1	true	DILUPBiCGStab	9.18318770e-07	5.52466590e-10	1	true	GAMG	1.22514710e-05	9.73690840e-07	2	true
503             	DILUPBiCGStab	2.64264470e-05	2.25111890e-09	2	1.06159670e-05	5.05359290e-09	2	false	DILUPBiCGStab	1.50149130e-05	1.42442990e-09	1	true	DILUPBiCGStab	9.16362630e-07	5.50907390e-10	1	true	GAMG	1.22300930e-05	9.71919630e-07	2	true
504             	DILUPBiCGStab	2.63948790e-05	2.24374430e-09	2	1.05867520e-05	5.03254870e-09	2	false	DILUPBiCGStab	1.50086420e-05	1.42083760e-09	1	true	DILUPBiCGStab	9.14416110e-07	5.49351570e-10	1	true	GAMG	1.22085760e-05	9.70150610e-07	2	true
505             	DILUPBiCGStab	2.63634100e-05	2.23638390e-09	2	1.05575380e-05	5.01154620e-09	2	false	DILUPBiCGStab	1.50043400e-05	1.41728130e-09	1	true	DILUPBiCGStab	9.12479110e-07	5.47804050e-10	1	true	GAMG	1.21866790e-05	9.68379610e-07	2	true
506             	DILUPBiCGStab	2.63320340e-05	2.22905150e-09	2	1.05283510e-05	4.99056320e-09	2	false	DILUPBiCGStab	1.50043740e-05	1.41376310e-09	1	true	DILUPBiCGStab	9.10556080e-07	5.46262430e-10	1	true	GAMG	1.21644710e-05	9.66604320e-07	2	true
507             	DILUPBiCGStab	2.63007520e-05	2.22174750e-09	2	1.04991390e-05	4.96960220e-09	2	false	DILUPBiCGStab	1.50050500e-05	1.41026290e-09	1	true	DILUPBiCGStab	9.08643190e-07	5.44724750e-10	1	true	GAMG	1.21420880e-05	9.64824440e-07	2	true
508             	DILUPBiCGStab	2.62695500e-05	2.21454900e-09	2	1.04699350e-05	4.94866840e-09	2	false	DILUPBiCGStab	1.50055980e-05	1.40678510e-09	1	true	DILUPBiCGStab	9.06739360e-07	5.43193500e-10	1	true	GAMG	1.21196810e-05	9.63042640e-07	2	true
509             	DILUPBiCGStab	2.62383850e-05	2.20747030e-09	2	1.04407480e-05	4.92776330e-09	2	false	DILUPBiCGStab	1.50057950e-05	1.40335650e-09	1	true	DILUPBiCGStab	9.04844490e-07	5.41665560e-10	1	true	GAMG	1.20973660e-05	9.61257060e-07	2	true
510             	DILUPBiCGStab	2.62072580e-05	2.20044730e-09	2	1.04115700e-05	4.90722200e-09	2	false	DILUPBiCGStab	1.50057500e-05	1.39994600e-09	1	true	DILUPBiCGStab	9.02965390e-07	5.40140090e-10	1	true	GAMG	1.20748410e-05	9.59463470e-07	2	true
511             	DILUPBiCGStab	2.61761940e-05	2.19345920e-09	2	1.03824140e-05	4.88795990e-09	2	false	DILUPBiCGStab	1.50055220e-05	1.39656110e-09	1	true	DILUPBiCGStab	9.01095580e-07	5.38616880e-10	1	true	GAMG	1.20522400e-05	9.57661500e-07	2	true
512             	DILUPBiCGStab	2.61453090e-05	2.18653920e-09	2	1.03534720e-05	4.86875750e-09	2	false	DILUPBiCGStab	1.50051200e-05	1.39319420e-09	1	true	DILUPBiCGStab	8.99241030e-07	5.37096360e-10	1	true	GAMG	1.20295570e-05	9.55851870e-07	2	true
513             	DILUPBiCGStab	2.61144890e-05	2.17968280e-09	2	1.03254570e-05	4.84969560e-09	2	false	DILUPBiCGStab	1.50052480e-05	1.38984190e-09	1	true	DILUPBiCGStab	8.97399380e-07	5.35581380e-10	1	true	GAMG	1.20068030e-05	9.54035390e-07	2	true
514             	DILUPBiCGStab	2.60837200e-05	2.17305110e-09	2	1.02974410e-05	4.83073510e-09	2	false	DILUPBiCGStab	1.50052180e-05	1.38651630e-09	1	true	DILUPBiCGStab	8.95574690e-07	5.34069960e-10	1	true	GAMG	1.19839690e-05	9.52213650e-07	2	true
515             	DILUPBiCGStab	2.60529910e-05	2.16663580e-09	2	1.02694670e-05	4.81181170e-09	2	false	DILUPBiCGStab	1.50050350e-05	1.38320220e-09	1	true	DILUPBiCGStab	8.93761070e-07	5.32562640e-10	1	true	GAMG	1.19611230e-05	9.50390300e-07	2	true
516             	DILUPBiCGStab	2.60223430e-05	2.16027360e-09	2	1.02414840e-05	4.79290570e-09	2	false	DILUPBiCGStab	1.50045380e-05	1.37990060e-09	1	true	DILUPBiCGStab	8.91955290e-07	5.31061060e-10	1	true	GAMG	1.19390400e-05	9.48569180e-07	2	true
517             	DILUPBiCGStab	2.59918120e-05	2.15393550e-09	2	1.02134900e-05	4.77401770e-09	2	false	DILUPBiCGStab	1.50037790e-05	1.37664190e-09	1	true	DILUPBiCGStab	8.90157260e-07	5.29564410e-10	1	true	GAMG	1.19179780e-05	9.46748480e-07	2	true
518             	DILUPBiCGStab	2.59613460e-05	2.14765430e-09	2	1.01854800e-05	4.75514710e-09	2	false	DILUPBiCGStab	1.50028660e-05	1.37340780e-09	1	true	DILUPBiCGStab	8.88367280e-07	5.28072880e-10	1	true	GAMG	1.18966630e-05	9.44930010e-07	2	true
519             	DILUPBiCGStab	2.59309270e-05	2.14142020e-09	2	1.01574550e-05	4.73629450e-09	2	false	DILUPBiCGStab	1.50018360e-05	1.37018140e-09	1	true	DILUPBiCGStab	8.86585850e-07	5.26585050e-10	1	true	GAMG	1.18750980e-05	9.43115120e-07	2	true
520             	DILUPBiCGStab	2.59005880e-05	2.13526720e-09	2	1.01294160e-05	4.71746010e-09	2	false	DILUPBiCGStab	1.50005590e-05	1.36696230e-09	1	true	DILUPBiCGStab	8.84815250e-07	5.25101240e-10	1	true	GAMG	1.18534490e-05	9.41305120e-07	2	true
521             	DILUPBiCGStab	2.58704050e-05	2.12915640e-09	2	1.01013640e-05	4.69864520e-09	2	false	DILUPBiCGStab	1.49991010e-05	1.36374990e-09	1	true	DILUPBiCGStab	8.83053480e-07	5.23621200e-10	1	true	GAMG	1.18316200e-05	9.39500420e-07	2	true
522             	DILUPBiCGStab	2.58402850e-05	2.12322780e-09	2	1.00732960e-05	4.67987950e-09	2	false	DILUPBiCGStab	1.49974340e-05	1.36054390e-09	1	true	DILUPBiCGStab	8.81298950e-07	5.22146400e-10	1	true	GAMG	1.18097190e-05	9.37701730e-07	2	true
523             	DILUPBiCGStab	2.58102250e-05	2.11730810e-09	2	1.00459060e-05	4.66117130e-09	2	false	DILUPBiCGStab	1.49955570e-05	1.35734410e-09	1	true	DILUPBiCGStab	8.79552110e-07	5.20676770e-10	1	true	GAMG	1.17876120e-05	9.35913990e-07	2	true
524             	DILUPBiCGStab	2.57803180e-05	2.11139650e-09	2	1.00189510e-05	4.64248190e-09	2	false	DILUPBiCGStab	1.49935030e-05	1.35417710e-09	1	true	DILUPBiCGStab	8.77813190e-07	5.19210860e-10	1	true	GAMG	1.17654310e-05	9.34133020e-07	2	true
525             	DILUPBiCGStab	2.57504890e-05	2.10548920e-09	2	9.99251370e-06	4.62381150e-09	2	false	DILUPBiCGStab	1.49913540e-05	1.35103630e-09	1	true	DILUPBiCGStab	8.76081250e-07	5.17748740e-10	1	true	GAMG	1.17430650e-05	9.32356590e-07	2	true
526             	DILUPBiCGStab	2.57206910e-05	2.09967920e-09	2	9.96637400e-06	4.60516040e-09	2	false	DILUPBiCGStab	1.49889740e-05	1.34790200e-09	1	true	DILUPBiCGStab	8.74357790e-07	5.16293070e-10	1	true	GAMG	1.17209460e-05	9.30583850e-07	2	true
527             	DILUPBiCGStab	2.56910450e-05	2.09390660e-09	2	9.94021100e-06	4.58687160e-09	2	false	DILUPBiCGStab	1.49863040e-05	1.34477350e-09	1	true	DILUPBiCGStab	8.72645460e-07	5.14847580e-10	1	true	GAMG	1.16988370e-05	9.28813940e-07	2	true
528             	DILUPBiCGStab	2.56614930e-05	2.08812390e-09	2	9.91410750e-06	4.56914300e-09	2	false	DILUPBiCGStab	1.49834180e-05	1.34168050e-09	1	true	DILUPBiCGStab	8.70940120e-07	5.13414220e-10	1	true	GAMG	1.16765190e-05	9.27046080e-07	2	true
529             	DILUPBiCGStab	2.56319740e-05	2.08234690e-09	2	9.88815780e-06	4.55168490e-09	2	false	DILUPBiCGStab	1.49802570e-05	1.33867690e-09	1	true	DILUPBiCGStab	8.69241370e-07	5.11980880e-10	1	true	GAMG	1.16539020e-05	9.25280900e-07	2	true
530             	DILUPBiCGStab	2.56042860e-05	2.07665080e-09	2	9.86224360e-06	4.53422440e-09	2	false	DILUPBiCGStab	1.49769470e-05	1.33567180e-09	1	true	DILUPBiCGStab	8.67549160e-07	5.10548840e-10	1	true	GAMG	1.16309640e-05	9.23521640e-07	2	true
531             	DILUPBiCGStab	2.55766570e-05	2.07093910e-09	2	9.83634680e-06	4.51677380e-09	2	false	DILUPBiCGStab	1.49737860e-05	1.33268900e-09	1	true	DILUPBiCGStab	8.65866010e-07	5.09119210e-10	1	true	GAMG	1.16079360e-05	9.21764930e-07	2	true
532             	DILUPBiCGStab	2.55490820e-05	2.06521180e-09	2	9.81059310e-06	4.49935430e-09	2	false	DILUPBiCGStab	1.49707570e-05	1.32995350e-09	1	true	DILUPBiCGStab	8.64192920e-07	5.07706390e-10	1	true	GAMG	1.15848670e-05	9.20010050e-07	2	true
533             	DILUPBiCGStab	2.55215350e-05	2.05953390e-09	2	9.78486990e-06	4.48197400e-09	2	false	DILUPBiCGStab	1.49674920e-05	1.32719930e-09	1	true	DILUPBiCGStab	8.62526150e-07	5.06305760e-10	1	true	GAMG	1.15617200e-05	9.18255480e-07	2	true
534             	DILUPBiCGStab	2.54940260e-05	2.05385280e-09	2	9.75915490e-06	4.46467130e-09	2	false	DILUPBiCGStab	1.49642430e-05	1.32434370e-09	1	true	DILUPBiCGStab	8.60865620e-07	5.04908350e-10	1	true	GAMG	1.15386910e-05	9.16503620e-07	2	true
535             	DILUPBiCGStab	2.54666680e-05	2.04815370e-09	2	9.73347400e-06	4.44740560e-09	2	false	DILUPBiCGStab	1.49608650e-05	1.32141440e-09	1	true	DILUPBiCGStab	8.59217420e-07	5.03515100e-10	1	true	GAMG	1.15153890e-05	9.14752680e-07	2	true
536             	DILUPBiCGStab	2.54394300e-05	2.04247600e-09	2	9.70827530e-06	4.43013100e-09	2	false	DILUPBiCGStab	1.49574410e-05	1.31841830e-09	1	true	DILUPBiCGStab	8.57576220e-07	5.02124100e-10	1	true	GAMG	1.14915910e-05	9.13001980e-07	2	true
537             	DILUPBiCGStab	2.54122350e-05	2.03680640e-09	2	9.68329150e-06	4.41285190e-09	2	false	DILUPBiCGStab	1.49537600e-05	1.31540480e-09	1	true	DILUPBiCGStab	8.55944910e-07	5.00735140e-10	1	true	GAMG	1.14674020e-05	9.11254110e-07	2	true
538             	DILUPBiCGStab	2.53851090e-05	2.03119330e-09	2	9.65840990e-06	4.39557740e-09	2	false	DILUPBiCGStab	1.49497780e-05	1.31240510e-09	1	true	DILUPBiCGStab	8.54324810e-07	4.99347970e-10	1	true	GAMG	1.14430070e-05	9.09512740e-07	2	true
539             	DILUPBiCGStab	2.53580020e-05	2.02561300e-09	2	9.63349940e-06	4.37832210e-09	2	false	DILUPBiCGStab	1.49455300e-05	1.30944750e-09	1	true	DILUPBiCGStab	8.52721600e-07	4.97962710e-10	1	true	GAMG	1.14190400e-05	9.07780730e-07	2	true
540             	DILUPBiCGStab	2.53309480e-05	2.02002000e-09	2	9.60853970e-06	4.36108800e-09	2	false	DILUPBiCGStab	1.49411530e-05	1.30651190e-09	1	true	DILUPBiCGStab	8.51125570e-07	4.96579930e-10	1	true	GAMG	1.13952160e-05	9.06054690e-07	2	true
541             	DILUPBiCGStab	2.53039300e-05	2.01442820e-09	2	9.58361570e-06	4.34387060e-09	2	false	DILUPBiCGStab	1.49367610e-05	1.30363820e-09	1	true	DILUPBiCGStab	8.49535120e-07	4.95200520e-10	1	true	GAMG	1.13713180e-05	9.04335210e-07	2	true
542             	DILUPBiCGStab	2.52769780e-05	2.00884260e-09	2	9.55908890e-06	4.32668130e-09	2	false	DILUPBiCGStab	1.49320980e-05	1.30078750e-09	1	true	DILUPBiCGStab	8.47950200e-07	4.93824500e-10	1	true	GAMG	1.13473440e-05	9.02620650e-07	2	true
543             	DILUPBiCGStab	2.52500840e-05	2.00326950e-09	2	9.53486890e-06	4.30950800e-09	2	false	DILUPBiCGStab	1.49272620e-05	1.29794940e-09	1	true	DILUPBiCGStab	8.46370740e-07	4.92452630e-10	1	true	GAMG	1.13233480e-05	9.00909890e-07	2	true
544             	DILUPBiCGStab	2.52232300e-05	1.99773050e-09	2	9.51068300e-06	4.29235160e-09	2	false	DILUPBiCGStab	1.49223870e-05	1.29523990e-09	1	true	DILUPBiCGStab	8.44796700e-07	4.91099950e-10	1	true	GAMG	1.12992900e-05	8.99202640e-07	2	true
545             	DILUPBiCGStab	2.51963980e-05	1.99217960e-09	2	9.48695390e-06	4.27552760e-09	2	false	DILUPBiCGStab	1.49173470e-05	1.29274620e-09	1	true	DILUPBiCGStab	8.43228050e-07	4.89774330e-10	1	true	GAMG	1.12751780e-05	8.97498700e-07	2	true
546             	DILUPBiCGStab	2.51696310e-05	1.98663550e-09	2	9.46326770e-06	4.25924350e-09	2	false	DILUPBiCGStab	1.49123100e-05	1.29017670e-09	1	true	DILUPBiCGStab	8.41664740e-07	4.88445660e-10	1	true	GAMG	1.12511420e-05	8.95797850e-07	2	true
547             	DILUPBiCGStab	2.51428870e-05	1.98116770e-09	2	9.43955200e-06	4.24376030e-09	2	false	DILUPBiCGStab	1.49078560e-05	1.28749370e-09	1	true	DILUPBiCGStab	8.40106690e-07	4.87115050e-10	1	true	GAMG	1.12270560e-05	8.94099850e-07	2	true
548             	DILUPBiCGStab	2.51161750e-05	1.97578860e-09	2	9.41628450e-06	4.22850080e-09	2	false	DILUPBiCGStab	1.49031990e-05	1.28475000e-09	1	true	DILUPBiCGStab	8.38553870e-07	4.85783200e-10	1	true	GAMG	1.12030640e-05	8.92409410e-07	2	true
549             	DILUPBiCGStab	2.50895470e-05	1.97037220e-09	2	9.39337200e-06	4.21352540e-09	2	false	DILUPBiCGStab	1.48986560e-05	1.28196310e-09	1	true	DILUPBiCGStab	8.37006210e-07	4.84451980e-10	1	true	GAMG	1.11791870e-05	8.90721310e-07	2	true
550             	DILUPBiCGStab	2.50629360e-05	1.96493870e-09	2	9.37044580e-06	4.19901130e-09	2	false	DILUPBiCGStab	1.48944260e-05	1.27916940e-09	1	true	DILUPBiCGStab	8.35463650e-07	4.83122480e-10	1	true	GAMG	1.11551010e-05	8.89034410e-07	2	true
551             	DILUPBiCGStab	2.50363360e-05	1.95952200e-09	2	9.34748900e-06	4.18460370e-09	2	false	DILUPBiCGStab	1.48901640e-05	1.27637870e-09	1	true	DILUPBiCGStab	8.33926160e-07	4.81795650e-10	1	true	GAMG	1.11307360e-05	8.87349530e-07	2	true
552             	DILUPBiCGStab	2.50097860e-05	1.95414140e-09	2	9.32449210e-06	4.17035790e-09	2	false	DILUPBiCGStab	1.48858770e-05	1.27361460e-09	1	true	DILUPBiCGStab	8.32393680e-07	4.80473340e-10	1	true	GAMG	1.11061420e-05	8.85667870e-07	2	true
553             	DILUPBiCGStab	2.49836040e-05	1.94884940e-09	2	9.30146140e-06	4.15613880e-09	2	false	DILUPBiCGStab	1.48814620e-05	1.27090170e-09	1	true	DILUPBiCGStab	8.30866170e-07	4.79156010e-10	1	true	GAMG	1.10817440e-05	8.83990490e-07	2	true
554             	DILUPBiCGStab	2.49577840e-05	1.94375290e-09	2	9.27842300e-06	4.14192630e-09	2	false	DILUPBiCGStab	1.48767910e-05	1.26821000e-09	1	true	DILUPBiCGStab	8.29343600e-07	4.77842460e-10	1	true	GAMG	1.10571670e-05	8.82318070e-07	2	true
555             	DILUPBiCGStab	2.49319610e-05	1.93869790e-09	2	9.25535440e-06	4.12772530e-09	2	false	DILUPBiCGStab	1.48718670e-05	1.26554330e-09	1	true	DILUPBiCGStab	8.27825900e-07	4.76532800e-10	1	true	GAMG	1.10324590e-05	8.80650940e-07	2	true
556             	DILUPBiCGStab	2.49061310e-05	1.93374130e-09	2	9.23231710e-06	4.11355580e-09	2	false	DILUPBiCGStab	1.48666950e-05	1.26288670e-09	1	true	DILUPBiCGStab	8.26313030e-07	4.75227210e-10	1	true	GAMG	1.10076590e-05	8.78989050e-07	2	true
557             	DILUPBiCGStab	2.48802920e-05	1.92879060e-09	2	9.20925790e-06	4.09937390e-09	2	false	DILUPBiCGStab	1.48612740e-05	1.26023590e-09	1	true	DILUPBiCGStab	8.24804960e-07	4.73926980e-10	1	true	GAMG	1.09827820e-05	8.77332780e-07	2	true
558             	DILUPBiCGStab	2.48544510e-05	1.92384550e-09	2	9.18617670e-06	4.08520130e-09	2	false	DILUPBiCGStab	1.48556080e-05	1.25759100e-09	1	true	DILUPBiCGStab	8.23301620e-07	4.72630730e-10	1	true	GAMG	1.09578200e-05	8.75683220e-07	2	true
559             	DILUPBiCGStab	2.48286110e-05	1.91890230e-09	2	9.16307250e-06	4.07104630e-09	2	false	DILUPBiCGStab	1.48503640e-05	1.25495510e-09	1	true	DILUPBiCGStab	8.21802980e-07	4.71339580e-10	1	true	GAMG	1.09327700e-05	8.74039250e-07	2	true
560             	DILUPBiCGStab	2.48027770e-05	1.91396020e-09	2	9.13994800e-06	4.05689420e-09	2	false	DILUPBiCGStab	1.48452420e-05	1.25232520e-09	1	true	DILUPBiCGStab	8.20309010e-07	4.70052440e-10	1	true	GAMG	1.09076310e-05	8.72401240e-07	2	true
561             	DILUPBiCGStab	2.47769530e-05	1.90901940e-09	2	9.11680410e-06	4.04275030e-09	2	false	DILUPBiCGStab	1.48399640e-05	1.24969840e-09	1	true	DILUPBiCGStab	8.18819680e-07	4.68769570e-10	1	true	GAMG	1.08823910e-05	8.70768120e-07	2	true
562             	DILUPBiCGStab	2.47511530e-05	1.90414590e-09	2	9.09369370e-06	4.02858700e-09	2	false	DILUPBiCGStab	1.48344730e-05	1.24707540e-09	1	true	DILUPBiCGStab	8.17334930e-07	4.67492450e-10	1	true	GAMG	1.08573670e-05	8.69139890e-07	2	true
563             	DILUPBiCGStab	2.47253450e-05	1.89954450e-09	2	9.07058500e-06	4.01440590e-09	2	false	DILUPBiCGStab	1.48287450e-05	1.24446250e-09	1	true	DILUPBiCGStab	8.15854720e-07	4.66219650e-10	1	true	GAMG	1.08327850e-05	8.67516580e-07	2	true
564             	DILUPBiCGStab	2.46995260e-05	1.89493820e-09	2	9.04745640e-06	4.00020910e-09	2	false	DILUPBiCGStab	1.48229140e-05	1.24186180e-09	1	true	DILUPBiCGStab	8.14379020e-07	4.64951090e-10	1	true	GAMG	1.08080960e-05	8.65898780e-07	2	true
565             	DILUPBiCGStab	2.46737080e-05	1.89032520e-09	2	9.02430720e-06	3.98599500e-09	2	false	DILUPBiCGStab	1.48168630e-05	1.23926490e-09	1	true	DILUPBiCGStab	8.12907790e-07	4.63686940e-10	1	true	GAMG	1.07832910e-05	8.64288510e-07	2	true
566             	DILUPBiCGStab	2.46479030e-05	1.88570210e-09	2	9.00141860e-06	3.97176410e-09	2	false	DILUPBiCGStab	1.48105980e-05	1.23666940e-09	1	true	DILUPBiCGStab	8.11440990e-07	4.62427050e-10	1	true	GAMG	1.07583630e-05	8.62683340e-07	2	true
567             	DILUPBiCGStab	2.46220870e-05	1.88110140e-09	2	8.97869110e-06	3.95753490e-09	2	false	DILUPBiCGStab	1.48046070e-05	1.23407560e-09	1	true	DILUPBiCGStab	8.09978590e-07	4.61171350e-10	1	true	GAMG	1.07333020e-05	8.61083500e-07	2	true
568             	DILUPBiCGStab	2.45962620e-05	1.87652700e-09	2	8.95596730e-06	3.94329040e-09	2	false	DILUPBiCGStab	1.47985380e-05	1.23149580e-09	1	true	DILUPBiCGStab	8.08520540e-07	4.59919860e-10	1	true	GAMG	1.07081720e-05	8.59489000e-07	2	true
569             	DILUPBiCGStab	2.45704270e-05	1.87195210e-09	2	8.93323100e-06	3.92903500e-09	2	false	DILUPBiCGStab	1.47929030e-05	1.22892780e-09	1	true	DILUPBiCGStab	8.07066810e-07	4.58672560e-10	1	true	GAMG	1.06829480e-05	8.57899800e-07	2	true
570             	DILUPBiCGStab	2.45446170e-05	1.86736790e-09	2	8.91047320e-06	3.91476830e-09	2	false	DILUPBiCGStab	1.47874510e-05	1.22636260e-09	1	true	DILUPBiCGStab	8.05617370e-07	4.57429450e-10	1	true	GAMG	1.06576860e-05	8.56315910e-07	2	true
571             	DILUPBiCGStab	2.45188180e-05	1.86282310e-09	2	8.88798110e-06	3.90049460e-09	2	false	DILUPBiCGStab	1.47817750e-05	1.22379650e-09	1	true	DILUPBiCGStab	8.04172200e-07	4.56190530e-10	1	true	GAMG	1.06331320e-05	8.54737030e-07	2	true
