# Actuation disk source
# Time              # Uref              # Cp                # Ct                # a                 # T                 # diskDir           
1                   (1.000000000000e+01 0.000000000000e+00 0.000000000000e+00)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.780832342449e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
2                   (1.000552409464e+01 -7.867963426335e-05 -3.645657189897e-03)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.782800383162e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
3                   (1.002298704962e+01 -4.771661341656e-04 -1.717906666178e-02)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.789028968732e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
4                   (1.004534292845e+01 -1.128774192891e-03 -3.793011088695e-02)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.797018586725e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
5                   (1.006688453176e+01 -1.737904848868e-03 -6.023943428335e-02)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.804734036181e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
6                   (1.009042585548e+01 -2.643118645836e-03 -8.489533142337e-02)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.813184615783e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
7                   (1.011512794021e+01 -4.097590445766e-03 -1.066061882013e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.822073093739e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
8                   (1.013965394666e+01 -5.724616837981e-03 -1.249809499492e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.830919715176e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
9                   (1.016059196981e+01 -6.466841308484e-03 -1.422294972734e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.838489089962e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
10                  (1.018531839707e+01 -6.316718419989e-03 -1.603534313820e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.847448131097e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
11                  (1.021605497519e+01 -5.763808674988e-03 -1.796818041732e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.858615168090e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
12                  (1.024956435359e+01 -5.466050077025e-03 -1.993885231826e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.870827941455e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
13                  (1.028931527382e+01 -5.486596453904e-03 -2.183303334881e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.885367357738e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
14                  (1.032697240463e+01 -5.384681778939e-03 -2.366194982677e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.899192853937e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
15                  (1.035690702818e+01 -4.595942694048e-03 -2.550277719349e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.910219129273e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
16                  (1.038980719452e+01 -3.140679728482e-03 -2.741396870625e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.922374562805e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
17                  (1.042678714124e+01 -1.648610203022e-03 -2.936977575149e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.936083348729e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
18                  (1.046416866785e+01 -7.316818572985e-04 -3.128329513029e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.949990506395e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
19                  (1.050847475703e+01 -5.230477930275e-04 -3.310350605373e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.966538282069e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
20                  (1.055180067562e+01 -4.080691416737e-04 -3.489571198133e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.982787589687e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
21                  (1.059333925875e+01 8.842822593383e-05 -3.677719118676e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	1.998429337402e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
22                  (1.063484947257e+01 9.890150026929e-04 -3.882300570226e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	2.014121794319e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
23                  (1.067881254690e+01 1.881715203116e-03 -4.101199943219e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	2.030808444603e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
24                  (1.072599025327e+01 2.371603276832e-03 -4.325715860049e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	2.048791814967e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
25                  (1.077512919818e+01 2.371072062815e-03 -4.549057478484e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	2.067607062389e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
26                  (1.082444527770e+01 2.129828867504e-03 -4.771030341922e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	2.086576601270e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
27                  (1.087327217830e+01 1.951900899348e-03 -4.996947656209e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	2.105443314199e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
28                  (1.092257093199e+01 1.972917298742e-03 -5.234347629383e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	2.124578498420e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
29                  (1.097378523681e+01 2.063465552670e-03 -5.485588100621e-01)	3.860000000000e-01	5.800000000000e-01	3.344827586207e-01	2.144548870899e+03	(1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
