# Region type : functionObjectSurface sampled.plane1
# Faces       : 986
# Area        : 3.081250e-03
# Scale factor: 1.000000e+00
# Time        	uniformity(U)	uniformity(p)
139           	9.983309e-01	9.791172e-01
140           	9.983307e-01	9.790297e-01
141           	9.983310e-01	9.789093e-01
142           	9.983308e-01	9.787940e-01
143           	9.983309e-01	9.786606e-01
144           	9.983307e-01	9.785627e-01
145           	9.983310e-01	9.784602e-01
146           	9.983308e-01	9.783900e-01
147           	9.983309e-01	9.782998e-01
148           	9.983307e-01	9.782420e-01
149           	9.983310e-01	9.781618e-01
150           	9.983308e-01	9.781193e-01
151           	9.983309e-01	9.780572e-01
152           	9.983307e-01	9.780342e-01
153           	9.983310e-01	9.779888e-01
154           	9.983308e-01	9.779765e-01
155           	9.983309e-01	9.779304e-01
156           	9.983307e-01	9.779296e-01
157           	9.983310e-01	9.779229e-01
158           	9.983307e-01	9.779615e-01
159           	9.983309e-01	9.779829e-01
160           	9.983306e-01	9.780410e-01
161           	9.983309e-01	9.780930e-01
162           	9.983307e-01	9.781195e-01
163           	9.983308e-01	9.781636e-01
164           	9.983306e-01	9.781928e-01
165           	9.983309e-01	9.782483e-01
166           	9.983307e-01	9.782736e-01
167           	9.983308e-01	9.783294e-01
168           	9.983306e-01	9.783569e-01
169           	9.983309e-01	9.783916e-01
170           	9.983307e-01	9.784111e-01
171           	9.983308e-01	9.784435e-01
172           	9.983306e-01	9.784868e-01
173           	9.983309e-01	9.785201e-01
174           	9.983307e-01	9.785614e-01
175           	9.983308e-01	9.786132e-01
176           	9.983306e-01	9.786756e-01
177           	9.983309e-01	9.787145e-01
178           	9.983307e-01	9.787737e-01
179           	9.983308e-01	9.788182e-01
180           	9.983306e-01	9.788731e-01
181           	9.983309e-01	9.788964e-01
182           	9.983307e-01	9.789405e-01
183           	9.983308e-01	9.789560e-01
184           	9.983306e-01	9.789986e-01
185           	9.983309e-01	9.790253e-01
186           	9.983307e-01	9.790752e-01
187           	9.983308e-01	9.791050e-01
188           	9.983307e-01	9.791639e-01
189           	9.983309e-01	9.791912e-01
190           	9.983307e-01	9.792395e-01
191           	9.983309e-01	9.792546e-01
192           	9.983307e-01	9.792933e-01
193           	9.983309e-01	9.792970e-01
194           	9.983307e-01	9.793443e-01
195           	9.983309e-01	9.793630e-01
196           	9.983307e-01	9.794184e-01
197           	9.983309e-01	9.794484e-01
198           	9.983307e-01	9.794943e-01
199           	9.983308e-01	9.795081e-01
200           	9.983306e-01	9.795524e-01
201           	9.983310e-01	9.795533e-01
202           	9.983307e-01	9.795824e-01
203           	9.983309e-01	9.796237e-01
204           	9.983306e-01	9.796674e-01
205           	9.983310e-01	9.797197e-01
206           	9.983306e-01	9.797529e-01
207           	9.983309e-01	9.797817e-01
208           	9.983306e-01	9.798046e-01
209           	9.983310e-01	9.798278e-01
210           	9.983306e-01	9.798506e-01
211           	9.983309e-01	9.798682e-01
212           	9.983306e-01	9.798969e-01
213           	9.983310e-01	9.799236e-01
214           	9.983306e-01	9.799507e-01
215           	9.983309e-01	9.799926e-01
216           	9.983306e-01	9.800253e-01
217           	9.983310e-01	9.800687e-01
218           	9.983306e-01	9.800999e-01
219           	9.983309e-01	9.801300e-01
220           	9.983306e-01	9.801832e-01
221           	9.983310e-01	9.802250e-01
222           	9.983306e-01	9.802482e-01
223           	9.983309e-01	9.802772e-01
224           	9.983306e-01	9.803208e-01
225           	9.983310e-01	9.803457e-01
226           	9.983307e-01	9.803698e-01
227           	9.983309e-01	9.803935e-01
228           	9.983306e-01	9.804292e-01
229           	9.983310e-01	9.804586e-01
230           	9.983307e-01	9.804813e-01
231           	9.983309e-01	9.805053e-01
232           	9.983306e-01	9.805423e-01
233           	9.983310e-01	9.805552e-01
234           	9.983307e-01	9.805693e-01
235           	9.983309e-01	9.805789e-01
236           	9.983306e-01	9.806041e-01
237           	9.983310e-01	9.806327e-01
238           	9.983307e-01	9.806621e-01
239           	9.983309e-01	9.806749e-01
240           	9.983306e-01	9.806922e-01
241           	9.983310e-01	9.807114e-01
242           	9.983308e-01	9.807698e-01
243           	9.983309e-01	9.807748e-01
244           	9.983306e-01	9.807864e-01
245           	9.983310e-01	9.807940e-01
246           	9.983307e-01	9.808211e-01
247           	9.983309e-01	9.808382e-01
248           	9.983305e-01	9.808543e-01
249           	9.983310e-01	9.808620e-01
250           	9.983306e-01	9.808673e-01
251           	9.983309e-01	9.808687e-01
252           	9.983305e-01	9.808716e-01
253           	9.983310e-01	9.808722e-01
254           	9.983306e-01	9.808741e-01
255           	9.983309e-01	9.808717e-01
256           	9.983305e-01	9.808709e-01
257           	9.983310e-01	9.808673e-01
258           	9.983306e-01	9.808705e-01
259           	9.983309e-01	9.808669e-01
260           	9.983305e-01	9.808669e-01
261           	9.983310e-01	9.808645e-01
262           	9.983306e-01	9.808669e-01
263           	9.983309e-01	9.808657e-01
264           	9.983305e-01	9.808692e-01
265           	9.983310e-01	9.808693e-01
266           	9.983306e-01	9.808716e-01
267           	9.983309e-01	9.808713e-01
268           	9.983305e-01	9.808761e-01
269           	9.983310e-01	9.808797e-01
270           	9.983306e-01	9.808893e-01
271           	9.983309e-01	9.808984e-01
272           	9.983305e-01	9.809129e-01
273           	9.983310e-01	9.809266e-01
274           	9.983306e-01	9.809405e-01
275           	9.983309e-01	9.809529e-01
276           	9.983305e-01	9.809625e-01
277           	9.983310e-01	9.809726e-01
278           	9.983306e-01	9.809815e-01
279           	9.983309e-01	9.809879e-01
280           	9.983305e-01	9.809933e-01
281           	9.983310e-01	9.809979e-01
282           	9.983306e-01	9.810016e-01
283           	9.983309e-01	9.810046e-01
284           	9.983305e-01	9.810082e-01
285           	9.983310e-01	9.810081e-01
286           	9.983306e-01	9.810101e-01
287           	9.983309e-01	9.810097e-01
288           	9.983305e-01	9.810108e-01
289           	9.983310e-01	9.810055e-01
290           	9.983306e-01	9.809995e-01
291           	9.983309e-01	9.809911e-01
292           	9.983305e-01	9.809834e-01
293           	9.983310e-01	9.809712e-01
294           	9.983306e-01	9.809655e-01
295           	9.983309e-01	9.809615e-01
296           	9.983305e-01	9.809606e-01
297           	9.983310e-01	9.809579e-01
298           	9.983306e-01	9.809597e-01
299           	9.983309e-01	9.809623e-01
300           	9.983305e-01	9.809683e-01
301           	9.983310e-01	9.809741e-01
302           	9.983306e-01	9.809882e-01
303           	9.983309e-01	9.809978e-01
304           	9.983305e-01	9.810067e-01
305           	9.983310e-01	9.810123e-01
306           	9.983306e-01	9.810189e-01
307           	9.983309e-01	9.810226e-01
308           	9.983305e-01	9.810313e-01
309           	9.983310e-01	9.810382e-01
310           	9.983306e-01	9.810447e-01
311           	9.983309e-01	9.810486e-01
312           	9.983305e-01	9.810519e-01
313           	9.983310e-01	9.810562e-01
314           	9.983306e-01	9.810625e-01
315           	9.983309e-01	9.810648e-01
316           	9.983305e-01	9.810683e-01
317           	9.983310e-01	9.810700e-01
318           	9.983306e-01	9.810736e-01
319           	9.983309e-01	9.810768e-01
320           	9.983305e-01	9.810814e-01
321           	9.983310e-01	9.810849e-01
322           	9.983306e-01	9.810929e-01
323           	9.983309e-01	9.810993e-01
324           	9.983305e-01	9.811079e-01
325           	9.983310e-01	9.811163e-01
326           	9.983306e-01	9.811264e-01
327           	9.983309e-01	9.811354e-01
328           	9.983305e-01	9.811410e-01
329           	9.983310e-01	9.811455e-01
330           	9.983306e-01	9.811498e-01
331           	9.983309e-01	9.811537e-01
332           	9.983305e-01	9.811589e-01
333           	9.983310e-01	9.811613e-01
334           	9.983306e-01	9.811623e-01
335           	9.983309e-01	9.811629e-01
336           	9.983305e-01	9.811660e-01
337           	9.983310e-01	9.811698e-01
338           	9.983306e-01	9.811765e-01
339           	9.983309e-01	9.811830e-01
340           	9.983305e-01	9.811897e-01
341           	9.983310e-01	9.811944e-01
342           	9.983306e-01	9.812023e-01
343           	9.983309e-01	9.812090e-01
344           	9.983305e-01	9.812165e-01
345           	9.983310e-01	9.812207e-01
346           	9.983305e-01	9.812252e-01
347           	9.983309e-01	9.812268e-01
348           	9.983305e-01	9.812288e-01
349           	9.983310e-01	9.812293e-01
350           	9.983306e-01	9.812313e-01
351           	9.983309e-01	9.812332e-01
352           	9.983306e-01	9.812359e-01
353           	9.983311e-01	9.812355e-01
354           	9.983307e-01	9.812348e-01
355           	9.983310e-01	9.812331e-01
356           	9.983306e-01	9.812340e-01
357           	9.983312e-01	9.812343e-01
358           	9.983307e-01	9.812353e-01
359           	9.983311e-01	9.812342e-01
360           	9.983306e-01	9.812341e-01
361           	9.983312e-01	9.812320e-01
362           	9.983308e-01	9.812312e-01
363           	9.983310e-01	9.812262e-01
364           	9.983307e-01	9.812220e-01
365           	9.983311e-01	9.812147e-01
366           	9.983306e-01	9.812083e-01
367           	9.983309e-01	9.812034e-01
368           	9.983305e-01	9.811990e-01
369           	9.983310e-01	9.811952e-01
370           	9.983306e-01	9.811911e-01
371           	9.983309e-01	9.811877e-01
372           	9.983305e-01	9.811849e-01
373           	9.983310e-01	9.811824e-01
374           	9.983306e-01	9.811805e-01
375           	9.983309e-01	9.811782e-01
376           	9.983305e-01	9.811759e-01
377           	9.983310e-01	9.811734e-01
378           	9.983306e-01	9.811703e-01
379           	9.983309e-01	9.811675e-01
380           	9.983304e-01	9.811646e-01
381           	9.983309e-01	9.811624e-01
382           	9.983305e-01	9.811605e-01
383           	9.983308e-01	9.811588e-01
384           	9.983304e-01	9.811581e-01
385           	9.983309e-01	9.811568e-01
386           	9.983305e-01	9.811562e-01
387           	9.983308e-01	9.811556e-01
388           	9.983304e-01	9.811556e-01
389           	9.983309e-01	9.811550e-01
390           	9.983305e-01	9.811556e-01
391           	9.983308e-01	9.811551e-01
392           	9.983304e-01	9.811555e-01
393           	9.983309e-01	9.811556e-01
394           	9.983305e-01	9.811561e-01
395           	9.983308e-01	9.811560e-01
396           	9.983304e-01	9.811566e-01
397           	9.983309e-01	9.811562e-01
398           	9.983305e-01	9.811561e-01
399           	9.983308e-01	9.811556e-01
400           	9.983304e-01	9.811556e-01
401           	9.983309e-01	9.811545e-01
402           	9.983305e-01	9.811534e-01
403           	9.983309e-01	9.811521e-01
404           	9.983304e-01	9.811512e-01
405           	9.983309e-01	9.811496e-01
406           	9.983305e-01	9.811486e-01
407           	9.983309e-01	9.811471e-01
408           	9.983304e-01	9.811461e-01
409           	9.983309e-01	9.811454e-01
410           	9.983305e-01	9.811447e-01
411           	9.983309e-01	9.811439e-01
412           	9.983304e-01	9.811438e-01
413           	9.983309e-01	9.811431e-01
414           	9.983305e-01	9.811431e-01
415           	9.983308e-01	9.811428e-01
416           	9.983304e-01	9.811433e-01
417           	9.983309e-01	9.811427e-01
418           	9.983305e-01	9.811426e-01
419           	9.983309e-01	9.811419e-01
420           	9.983304e-01	9.811416e-01
421           	9.983309e-01	9.811404e-01
422           	9.983305e-01	9.811387e-01
423           	9.983309e-01	9.811372e-01
424           	9.983304e-01	9.811358e-01
425           	9.983309e-01	9.811340e-01
426           	9.983305e-01	9.811326e-01
427           	9.983309e-01	9.811311e-01
428           	9.983304e-01	9.811300e-01
429           	9.983309e-01	9.811290e-01
430           	9.983305e-01	9.811283e-01
431           	9.983309e-01	9.811278e-01
432           	9.983304e-01	9.811281e-01
433           	9.983309e-01	9.811273e-01
434           	9.983305e-01	9.811275e-01
435           	9.983309e-01	9.811272e-01
436           	9.983304e-01	9.811278e-01
437           	9.983309e-01	9.811275e-01
438           	9.983305e-01	9.811278e-01
439           	9.983309e-01	9.811276e-01
440           	9.983304e-01	9.811280e-01
441           	9.983309e-01	9.811277e-01
442           	9.983305e-01	9.811275e-01
443           	9.983309e-01	9.811269e-01
444           	9.983304e-01	9.811270e-01
445           	9.983309e-01	9.811261e-01
446           	9.983305e-01	9.811257e-01
447           	9.983309e-01	9.811247e-01
448           	9.983304e-01	9.811241e-01
449           	9.983309e-01	9.811235e-01
450           	9.983305e-01	9.811228e-01
451           	9.983309e-01	9.811219e-01
452           	9.983304e-01	9.811220e-01
453           	9.983309e-01	9.811210e-01
454           	9.983305e-01	9.811210e-01
455           	9.983309e-01	9.811205e-01
456           	9.983304e-01	9.811205e-01
457           	9.983309e-01	9.811201e-01
458           	9.983305e-01	9.811204e-01
459           	9.983308e-01	9.811198e-01
460           	9.983304e-01	9.811205e-01
461           	9.983309e-01	9.811201e-01
462           	9.983305e-01	9.811202e-01
463           	9.983309e-01	9.811201e-01
464           	9.983304e-01	9.811206e-01
465           	9.983309e-01	9.811200e-01
466           	9.983305e-01	9.811203e-01
467           	9.983309e-01	9.811200e-01
468           	9.983304e-01	9.811205e-01
469           	9.983309e-01	9.811199e-01
470           	9.983305e-01	9.811202e-01
471           	9.983309e-01	9.811196e-01
472           	9.983304e-01	9.811202e-01
473           	9.983309e-01	9.811196e-01
474           	9.983305e-01	9.811196e-01
475           	9.983308e-01	9.811192e-01
476           	9.983304e-01	9.811196e-01
477           	9.983309e-01	9.811193e-01
478           	9.983305e-01	9.811191e-01
479           	9.983308e-01	9.811187e-01
480           	9.983304e-01	9.811193e-01
481           	9.983309e-01	9.811188e-01
482           	9.983305e-01	9.811189e-01
483           	9.983309e-01	9.811185e-01
484           	9.983304e-01	9.811189e-01
485           	9.983309e-01	9.811185e-01
486           	9.983305e-01	9.811186e-01
487           	9.983309e-01	9.811183e-01
488           	9.983304e-01	9.811191e-01
489           	9.983309e-01	9.811186e-01
490           	9.983305e-01	9.811189e-01
491           	9.983309e-01	9.811185e-01
492           	9.983304e-01	9.811192e-01
493           	9.983309e-01	9.811190e-01
494           	9.983305e-01	9.811191e-01
495           	9.983309e-01	9.811188e-01
496           	9.983304e-01	9.811192e-01
497           	9.983309e-01	9.811189e-01
498           	9.983305e-01	9.811191e-01
499           	9.983308e-01	9.811188e-01
500           	9.983304e-01	9.811195e-01
