# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	nuTilda_solver  	nuTilda_initial 	nuTilda_final   	nuTilda_iters   	nuTilda_converged	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
114             	DILUPBiCGStab	3.89547550e-04	2.03654250e-09	4	1.16872800e-03	9.52783820e-09	5	false	DILUPBiCGStab	2.63527710e-03	2.52696870e-09	3	true	GAMG	1.12408010e-03	1.04985690e-04	2	true
115             	DILUPBiCGStab	3.87969410e-04	1.95351840e-09	4	1.14642230e-03	7.31041900e-09	5	false	DILUPBiCGStab	2.63642190e-03	1.84700170e-09	3	true	GAMG	1.09953720e-03	1.03025700e-04	2	true
116             	DILUPBiCGStab	3.89866810e-04	9.65912490e-09	4	1.12911280e-03	5.75471310e-09	5	false	DILUPBiCGStab	2.63900210e-03	9.85160650e-09	3	true	GAMG	1.07313670e-03	1.00960870e-04	2	true
117             	DILUPBiCGStab	3.88211280e-04	9.26490210e-09	4	1.10748350e-03	9.73729280e-09	4	false	DILUPBiCGStab	2.63828680e-03	6.50212200e-09	3	true	GAMG	1.04960070e-03	9.89586900e-05	2	true
118             	DILUPBiCGStab	3.90042900e-04	8.83317670e-09	4	1.09077470e-03	9.41854590e-09	4	false	DILUPBiCGStab	2.63887380e-03	4.97898270e-09	3	true	GAMG	1.02459360e-03	9.68954360e-05	2	true
119             	DILUPBiCGStab	3.88256430e-04	8.42483460e-09	4	1.06979130e-03	9.15156180e-09	4	false	DILUPBiCGStab	2.63683270e-03	4.10657800e-09	3	true	GAMG	1.00243310e-03	9.49248120e-05	2	true
120             	DILUPBiCGStab	3.89887340e-04	8.00157470e-09	4	1.05345870e-03	8.88049970e-09	4	false	DILUPBiCGStab	2.63575510e-03	3.55064180e-09	3	true	GAMG	9.79567310e-04	9.28957750e-05	2	true
121             	DILUPBiCGStab	3.87931420e-04	7.59575550e-09	4	1.03303000e-03	8.65459010e-09	4	false	DILUPBiCGStab	2.63220580e-03	3.17263190e-09	3	true	GAMG	9.58355310e-04	9.09688190e-05	2	true
122             	DILUPBiCGStab	3.89380590e-04	7.20392480e-09	4	1.01708820e-03	8.40864560e-09	4	false	DILUPBiCGStab	2.63009290e-03	2.88408950e-09	3	true	GAMG	9.35547710e-04	8.89692390e-05	2	true
123             	DILUPBiCGStab	3.87219030e-04	6.85464920e-09	4	9.97149250e-04	8.21164910e-09	4	false	DILUPBiCGStab	2.62502950e-03	2.65556780e-09	3	true	GAMG	9.14271700e-04	8.70747980e-05	2	true
124             	DILUPBiCGStab	3.88434510e-04	6.51174620e-09	4	9.81470080e-04	7.99815880e-09	4	false	DILUPBiCGStab	2.62180580e-03	2.46090490e-09	3	true	GAMG	8.91342300e-04	8.51065820e-05	2	true
125             	DILUPBiCGStab	3.86065140e-04	6.20368740e-09	4	9.62033540e-04	7.82694700e-09	4	false	DILUPBiCGStab	2.61600440e-03	2.29958060e-09	3	true	GAMG	8.69670150e-04	8.32382120e-05	2	true
126             	DILUPBiCGStab	3.87075400e-04	5.90416870e-09	4	9.46776580e-04	7.63509730e-09	4	false	DILUPBiCGStab	2.61170350e-03	2.15698770e-09	3	true	GAMG	8.46932610e-04	8.12772180e-05	2	true
127             	DILUPBiCGStab	3.84510300e-04	5.63298820e-09	4	9.27865740e-04	7.48530310e-09	4	false	DILUPBiCGStab	2.60493170e-03	2.03316290e-09	3	true	GAMG	8.26049940e-04	7.94214290e-05	2	true
128             	DILUPBiCGStab	3.85312820e-04	5.38493120e-09	4	9.12923650e-04	7.30660330e-09	4	false	DILUPBiCGStab	2.60012070e-03	1.91579490e-09	3	true	GAMG	8.03848520e-04	7.74570190e-05	2	true
129             	DILUPBiCGStab	3.82574430e-04	5.16009810e-09	4	8.94348540e-04	7.17425410e-09	4	false	DILUPBiCGStab	2.59256610e-03	1.81314730e-09	3	true	GAMG	7.83859440e-04	7.56044250e-05	2	true
130             	DILUPBiCGStab	3.83195640e-04	4.93878370e-09	4	8.79735520e-04	7.01056840e-09	4	false	DILUPBiCGStab	2.58719380e-03	1.71670040e-09	3	true	GAMG	7.63248640e-04	7.36407280e-05	2	true
131             	DILUPBiCGStab	3.80213240e-04	4.73817960e-09	4	8.61834040e-04	6.89676130e-09	4	false	DILUPBiCGStab	2.57917190e-03	1.63027190e-09	3	true	GAMG	7.44587090e-04	7.18035890e-05	2	true
132             	DILUPBiCGStab	3.80603850e-04	4.53502180e-09	4	8.47658510e-04	6.74624650e-09	4	false	DILUPBiCGStab	2.57332670e-03	1.55040380e-09	3	true	GAMG	7.23777800e-04	6.98508470e-05	2	true
133             	DILUPBiCGStab	3.77423060e-04	4.35011290e-09	4	8.30225850e-04	6.64596980e-09	4	false	DILUPBiCGStab	2.56490860e-03	1.47737370e-09	3	true	GAMG	7.04849330e-04	6.80503350e-05	2	true
134             	DILUPBiCGStab	3.77617110e-04	4.16794660e-09	4	8.16449960e-04	6.51000230e-09	4	false	DILUPBiCGStab	2.55879520e-03	1.41220840e-09	3	true	GAMG	6.83958040e-04	6.61632840e-05	2	true
135             	DILUPBiCGStab	3.74246830e-04	4.00282610e-09	4	7.99530100e-04	6.42488550e-09	4	false	DILUPBiCGStab	2.55006750e-03	1.35356500e-09	3	true	GAMG	6.64910960e-04	6.44367960e-05	2	true
136             	DILUPBiCGStab	3.74218840e-04	3.83447320e-09	4	7.85964340e-04	6.29923210e-09	4	false	DILUPBiCGStab	2.54372440e-03	1.29680150e-09	3	true	GAMG	6.44230230e-04	6.25860240e-05	2	true
137             	DILUPBiCGStab	3.70675070e-04	3.67795350e-09	4	7.69375520e-04	6.22039830e-09	4	false	DILUPBiCGStab	2.53473700e-03	1.24496600e-09	3	true	GAMG	6.26612850e-04	6.08933430e-05	2	true
138             	DILUPBiCGStab	3.70514930e-04	3.52466080e-09	4	7.55986380e-04	6.10231030e-09	4	false	DILUPBiCGStab	2.52835050e-03	1.19901960e-09	3	true	GAMG	6.08200380e-04	5.90844030e-05	2	true
139             	DILUPBiCGStab	3.66768350e-04	3.38321450e-09	4	7.39689800e-04	6.02051940e-09	4	false	DILUPBiCGStab	2.51933560e-03	1.16216730e-09	3	true	GAMG	5.91706460e-04	5.74417240e-05	2	true
140             	DILUPBiCGStab	3.66392990e-04	3.23710790e-09	4	7.26417180e-04	5.90820860e-09	4	false	DILUPBiCGStab	2.51282460e-03	1.12577510e-09	3	true	GAMG	5.73834060e-04	5.56528590e-05	2	true
141             	DILUPBiCGStab	3.62412480e-04	3.10359660e-09	4	7.10412530e-04	5.82525090e-09	4	false	DILUPBiCGStab	2.50372410e-03	1.09390920e-09	3	true	GAMG	5.57870510e-04	5.40219990e-05	2	true
142             	DILUPBiCGStab	3.61811880e-04	2.97647610e-09	4	6.97321610e-04	5.71825210e-09	4	false	DILUPBiCGStab	2.49731380e-03	1.06480500e-09	3	true	GAMG	5.40568770e-04	5.22485280e-05	2	true
143             	DILUPBiCGStab	3.57688080e-04	2.86506870e-09	4	6.81647700e-04	5.63607870e-09	4	false	DILUPBiCGStab	2.48835730e-03	1.03892230e-09	3	true	GAMG	5.25296030e-04	5.06465510e-05	2	true
144             	DILUPBiCGStab	3.56917200e-04	2.75028550e-09	4	6.68634560e-04	5.54823050e-09	4	false	DILUPBiCGStab	2.48207930e-03	1.01377290e-09	3	true	GAMG	5.08541660e-04	4.88963250e-05	2	true
145             	DILUPBiCGStab	3.52614400e-04	2.64818880e-09	4	6.53184380e-04	5.46466390e-09	4	false	DILUPBiCGStab	2.47310280e-03	9.92944630e-10	3	true	GAMG	4.93932730e-04	4.73244720e-05	2	true
146             	DILUPBiCGStab	3.51684780e-04	2.54199480e-09	4	6.40287150e-04	5.42095120e-09	4	false	DILUPBiCGStab	2.46709760e-03	9.74701090e-10	3	true	GAMG	4.77726810e-04	4.56065990e-05	2	true
147             	DILUPBiCGStab	3.47215610e-04	9.95755420e-09	3	6.25064330e-04	5.34220480e-09	4	false	DILUPBiCGStab	2.45841000e-03	9.60860990e-10	3	true	GAMG	4.64819860e-04	4.40861550e-05	2	true
148             	DILUPBiCGStab	3.46120240e-04	9.67973170e-09	3	6.12330340e-04	5.36461820e-09	4	false	DILUPBiCGStab	2.45267200e-03	9.50354700e-10	3	true	GAMG	4.50095740e-04	4.24128640e-05	2	true
149             	DILUPBiCGStab	3.41487610e-04	9.39703270e-09	3	5.97424590e-04	5.26060380e-09	4	false	DILUPBiCGStab	2.44429820e-03	9.44440270e-10	3	true	GAMG	4.38142050e-04	4.09363810e-05	2	true
150             	DILUPBiCGStab	3.40252600e-04	9.12309140e-09	3	5.84927770e-04	5.32035440e-09	4	false	DILUPBiCGStab	2.43890870e-03	9.78579830e-09	2	true	GAMG	4.23904240e-04	3.93035840e-05	2	true
151             	DILUPBiCGStab	3.35484400e-04	8.85635880e-09	3	5.70395700e-04	5.14989220e-09	4	false	DILUPBiCGStab	2.43091710e-03	9.51201170e-09	2	true	GAMG	4.12389640e-04	3.78723390e-05	2	true
152             	DILUPBiCGStab	3.34105750e-04	8.58269220e-09	3	5.58196440e-04	5.17901770e-09	4	false	DILUPBiCGStab	2.42607070e-03	9.23029170e-09	2	true	GAMG	3.98840500e-04	3.62828690e-05	2	true
153             	DILUPBiCGStab	3.29204700e-04	8.31690020e-09	3	5.44135860e-04	4.92490020e-09	4	false	DILUPBiCGStab	2.41825820e-03	8.96365350e-09	2	true	GAMG	3.87949400e-04	3.49075770e-05	2	true
154             	DILUPBiCGStab	3.27692630e-04	8.05070900e-09	3	5.32308290e-04	4.89119340e-09	4	false	DILUPBiCGStab	2.41352830e-03	8.69426090e-09	2	true	GAMG	3.74664640e-04	3.29343390e-05	2	true
155             	DILUPBiCGStab	3.22688070e-04	7.79211790e-09	3	5.18867300e-04	4.59245450e-09	4	false	DILUPBiCGStab	2.40581270e-03	8.44358160e-09	2	true	GAMG	3.64554890e-04	3.16156430e-05	2	true
156             	DILUPBiCGStab	3.21092230e-04	7.53613040e-09	3	5.07442320e-04	4.51574830e-09	4	false	DILUPBiCGStab	2.40114040e-03	8.18210310e-09	2	true	GAMG	3.51771480e-04	3.01381270e-05	2	true
157             	DILUPBiCGStab	3.15944900e-04	7.28680750e-09	3	4.94347810e-04	4.23371400e-09	4	false	DILUPBiCGStab	2.39337100e-03	7.93449850e-09	2	true	GAMG	3.42837550e-04	2.88671460e-05	2	true
158             	DILUPBiCGStab	3.14228700e-04	7.04602080e-09	3	4.83347920e-04	4.14342770e-09	4	false	DILUPBiCGStab	2.38880020e-03	7.68888530e-09	2	true	GAMG	3.31398690e-04	2.74698910e-05	2	true
159             	DILUPBiCGStab	3.08997850e-04	6.81485530e-09	3	4.70720210e-04	3.92507400e-09	4	false	DILUPBiCGStab	2.38088620e-03	7.45612460e-09	2	true	GAMG	3.22615590e-04	2.63122040e-05	2	true
160             	DILUPBiCGStab	3.07229400e-04	6.58542810e-09	3	4.60137340e-04	3.82358620e-09	4	false	DILUPBiCGStab	2.37626770e-03	7.22348740e-09	2	true	GAMG	3.11480320e-04	2.50376330e-05	2	true
161             	DILUPBiCGStab	3.01931290e-04	6.37013380e-09	3	4.47984540e-04	3.62707660e-09	4	false	DILUPBiCGStab	2.36831910e-03	7.00907660e-09	2	true	GAMG	3.03625860e-04	2.39979420e-05	2	true
162             	DILUPBiCGStab	3.00118570e-04	6.16072670e-09	3	4.37910520e-04	3.52055210e-09	4	false	DILUPBiCGStab	2.36354760e-03	6.78871160e-09	2	true	GAMG	2.93314740e-04	2.28294070e-05	2	true
163             	DILUPBiCGStab	2.94760890e-04	5.96409840e-09	3	4.26356730e-04	3.36191060e-09	4	false	DILUPBiCGStab	2.35544810e-03	6.58207990e-09	2	true	GAMG	2.86194260e-04	2.18778680e-05	2	true
164             	DILUPBiCGStab	2.92910720e-04	5.77108700e-09	3	4.16798790e-04	3.25055260e-09	4	false	DILUPBiCGStab	2.35052310e-03	6.36748640e-09	2	true	GAMG	2.76737990e-04	2.07885960e-05	2	true
165             	DILUPBiCGStab	2.87496160e-04	5.58812890e-09	3	4.05793250e-04	3.11624600e-09	4	false	DILUPBiCGStab	2.34217320e-03	6.16993640e-09	2	true	GAMG	2.70392970e-04	1.99105180e-05	2	true
166             	DILUPBiCGStab	2.85619800e-04	5.41084450e-09	3	3.96762900e-04	3.01179370e-09	4	false	DILUPBiCGStab	2.33713990e-03	5.96546770e-09	2	true	GAMG	2.61652940e-04	1.88975840e-05	2	true
167             	DILUPBiCGStab	2.80168590e-04	5.24346970e-09	3	3.86301160e-04	2.88664380e-09	4	false	DILUPBiCGStab	2.32859050e-03	5.77475900e-09	2	true	GAMG	2.55973840e-04	1.80993930e-05	2	true
168             	DILUPBiCGStab	2.78274620e-04	5.07644890e-09	3	3.77747670e-04	2.79561050e-09	4	false	DILUPBiCGStab	2.32333910e-03	5.58944780e-09	2	true	GAMG	2.47501020e-04	1.71718600e-05	2	true
169             	DILUPBiCGStab	2.72784000e-04	4.91912320e-09	3	3.67755710e-04	2.69661760e-09	4	false	DILUPBiCGStab	2.31451210e-03	5.41533260e-09	2	true	GAMG	2.42194700e-04	1.64559660e-05	2	true
170             	DILUPBiCGStab	2.70866770e-04	4.76236400e-09	3	3.59655150e-04	2.64023180e-09	4	false	DILUPBiCGStab	2.30912780e-03	5.23476860e-09	2	true	GAMG	2.34542460e-04	1.56143520e-05	2	true
171             	DILUPBiCGStab	2.65352580e-04	4.61217010e-09	3	3.50118670e-04	2.56431910e-09	4	false	DILUPBiCGStab	2.30012930e-03	5.06428930e-09	2	true	GAMG	2.29973770e-04	1.49751980e-05	2	true
172             	DILUPBiCGStab	2.63442250e-04	4.46772410e-09	3	3.42451080e-04	2.56154220e-09	4	false	DILUPBiCGStab	2.29447340e-03	4.88972070e-09	2	true	GAMG	2.22683030e-04	1.42105890e-05	2	true
173             	DILUPBiCGStab	2.57917610e-04	4.33514550e-09	3	3.33323730e-04	2.50022380e-09	4	false	DILUPBiCGStab	2.28516410e-03	4.72708060e-09	2	true	GAMG	2.18441230e-04	1.36445060e-05	2	true
174             	DILUPBiCGStab	2.56042150e-04	4.20264450e-09	3	3.26053150e-04	2.58515830e-09	4	false	DILUPBiCGStab	2.27933640e-03	4.56320410e-09	2	true	GAMG	2.11599270e-04	1.29561610e-05	2	true
175             	DILUPBiCGStab	2.50556660e-04	4.07662200e-09	3	3.17328730e-04	2.54685810e-09	4	false	DILUPBiCGStab	2.26979490e-03	4.40957970e-09	2	true	GAMG	2.07894570e-04	1.24572530e-05	2	true
176             	DILUPBiCGStab	2.48711400e-04	3.95329230e-09	3	3.10460560e-04	2.71335380e-09	4	false	DILUPBiCGStab	2.26369690e-03	4.25334130e-09	2	true	GAMG	2.01644220e-04	1.18355210e-05	2	true
177             	DILUPBiCGStab	2.43239460e-04	3.83601520e-09	3	3.02137840e-04	2.64288050e-09	4	false	DILUPBiCGStab	2.25392920e-03	4.10844370e-09	2	true	GAMG	1.98649090e-04	1.13969710e-05	2	true
178             	DILUPBiCGStab	2.41421560e-04	3.71841280e-09	3	2.95639340e-04	2.76680950e-09	4	false	DILUPBiCGStab	2.24766330e-03	3.96199160e-09	2	true	GAMG	1.92684010e-04	1.09629750e-05	2	true
179             	DILUPBiCGStab	2.35976950e-04	3.60562510e-09	3	2.87699650e-04	2.64156770e-09	4	false	DILUPBiCGStab	2.23765840e-03	3.82530850e-09	2	true	GAMG	1.89861500e-04	1.05897000e-05	2	true
180             	DILUPBiCGStab	2.34190140e-04	3.49341640e-09	3	2.81562080e-04	2.60956870e-09	4	false	DILUPBiCGStab	2.23117470e-03	3.68741900e-09	2	true	GAMG	1.84244220e-04	1.00714110e-05	2	true
181             	DILUPBiCGStab	2.28761130e-04	3.38638180e-09	3	2.73984910e-04	2.44822330e-09	4	false	DILUPBiCGStab	2.22093390e-03	3.55914290e-09	2	true	GAMG	1.81862600e-04	9.72495050e-06	2	true
182             	DILUPBiCGStab	2.27004170e-04	3.27993470e-09	3	2.68179330e-04	2.24172530e-09	4	false	DILUPBiCGStab	2.21424060e-03	3.42920230e-09	2	true	GAMG	1.76466460e-04	9.24241600e-06	2	true
183             	DILUPBiCGStab	2.21615070e-04	3.17614910e-09	3	2.60948010e-04	2.09115470e-09	4	false	DILUPBiCGStab	2.20376880e-03	3.30871410e-09	2	true	GAMG	1.74358870e-04	8.92833690e-06	2	true
184             	DILUPBiCGStab	2.19912470e-04	3.07219640e-09	3	2.55459880e-04	9.18703350e-09	4	false	DILUPBiCGStab	2.19679860e-03	3.18730030e-09	2	true	GAMG	1.69248770e-04	8.48530770e-06	2	true
185             	DILUPBiCGStab	2.14578170e-04	2.97201700e-09	3	2.48524090e-04	8.55856400e-09	4	false	DILUPBiCGStab	2.18601530e-03	3.07322150e-09	2	true	GAMG	1.67630600e-04	8.20261920e-06	2	true
186             	DILUPBiCGStab	2.12931940e-04	2.87252550e-09	3	2.43319450e-04	6.73559880e-09	4	false	DILUPBiCGStab	2.17889060e-03	2.95798210e-09	2	true	GAMG	1.62908850e-04	7.79947080e-06	2	true
187             	DILUPBiCGStab	2.07654410e-04	2.77616320e-09	3	2.36670530e-04	6.38463410e-09	4	false	DILUPBiCGStab	2.16798450e-03	2.85040250e-09	2	true	GAMG	1.61646230e-04	7.54783010e-06	2	true
188             	DILUPBiCGStab	2.06065650e-04	2.67949970e-09	3	2.31738750e-04	5.00784830e-09	4	false	DILUPBiCGStab	2.16067430e-03	2.74238720e-09	2	true	GAMG	1.56972000e-04	7.19531920e-06	2	true
189             	DILUPBiCGStab	2.00853540e-04	2.58498430e-09	3	2.25368110e-04	4.96577210e-09	4	false	DILUPBiCGStab	2.14947870e-03	2.64177390e-09	2	true	GAMG	1.55814060e-04	6.96860440e-06	2	true
190             	DILUPBiCGStab	1.99335230e-04	9.82727710e-09	3	2.20711070e-04	9.72666020e-09	3	false	DILUPBiCGStab	2.14195150e-03	2.54059720e-09	2	true	GAMG	1.51322220e-04	6.65522410e-06	2	true
191             	DILUPBiCGStab	1.94222400e-04	9.43313330e-09	3	2.14578570e-04	9.38201880e-09	3	false	DILUPBiCGStab	2.13050390e-03	2.44609010e-09	2	true	GAMG	1.50201470e-04	6.45041520e-06	2	true
192             	DILUPBiCGStab	1.92768330e-04	9.07380060e-09	3	2.10169780e-04	9.48533420e-09	3	false	DILUPBiCGStab	2.12283650e-03	2.35244740e-09	2	true	GAMG	1.45839760e-04	6.16837330e-06	2	true
193             	DILUPBiCGStab	1.87737060e-04	8.71139890e-09	3	2.04324970e-04	9.19927400e-09	3	false	DILUPBiCGStab	2.11124620e-03	2.26511960e-09	2	true	GAMG	1.44954240e-04	5.98455230e-06	2	true
194             	DILUPBiCGStab	1.86343690e-04	8.38595680e-09	3	2.00188330e-04	3.17833890e-09	4	false	DILUPBiCGStab	2.10341070e-03	2.17825510e-09	2	true	GAMG	1.40909430e-04	5.82685760e-06	2	true
195             	DILUPBiCGStab	1.81397550e-04	8.05228730e-09	3	1.94610550e-04	3.52288160e-09	4	false	DILUPBiCGStab	2.09165220e-03	2.09744360e-09	2	true	GAMG	1.40241240e-04	5.83374190e-06	2	true
196             	DILUPBiCGStab	1.80066870e-04	7.75608090e-09	3	1.90713760e-04	2.73292740e-09	4	false	DILUPBiCGStab	2.08367570e-03	2.01680220e-09	2	true	GAMG	1.36370540e-04	5.76780910e-06	2	true
197             	DILUPBiCGStab	1.75206080e-04	7.44820110e-09	3	1.85362140e-04	3.09144470e-09	4	false	DILUPBiCGStab	2.07175150e-03	1.94155820e-09	2	true	GAMG	1.35810530e-04	5.80071870e-06	2	true
198             	DILUPBiCGStab	1.73944290e-04	7.17580220e-09	3	1.81691500e-04	2.30576950e-09	4	false	DILUPBiCGStab	2.06359880e-03	1.86651910e-09	2	true	GAMG	1.32060540e-04	5.73434650e-06	2	true
199             	DILUPBiCGStab	1.69175130e-04	6.88888870e-09	3	1.76566400e-04	2.59359930e-09	4	false	DILUPBiCGStab	2.05142090e-03	1.79665280e-09	2	true	GAMG	1.31575060e-04	5.78905890e-06	2	true
200             	DILUPBiCGStab	1.67983870e-04	6.63969620e-09	3	1.73129010e-04	2.03967790e-09	4	false	DILUPBiCGStab	2.04314370e-03	1.72740050e-09	2	true	GAMG	1.27825800e-04	5.72128680e-06	2	true
201             	DILUPBiCGStab	1.63312030e-04	6.37353530e-09	3	1.68237960e-04	2.13367010e-09	4	false	DILUPBiCGStab	2.03088940e-03	1.66326050e-09	2	true	GAMG	1.27443710e-04	5.80660300e-06	2	true
202             	DILUPBiCGStab	1.62188870e-04	6.14574070e-09	3	1.65030200e-04	2.02695510e-09	4	false	DILUPBiCGStab	2.02257270e-03	1.59931850e-09	2	true	GAMG	1.23847970e-04	5.73655150e-06	2	true
203             	DILUPBiCGStab	1.57621780e-04	5.89833460e-09	3	1.60366220e-04	8.73050630e-09	3	false	DILUPBiCGStab	2.01019650e-03	1.53974740e-09	2	true	GAMG	1.23610370e-04	5.84477550e-06	2	true
204             	DILUPBiCGStab	1.56561980e-04	5.69099750e-09	3	1.57371800e-04	7.22850670e-09	3	false	DILUPBiCGStab	2.00172530e-03	1.48041300e-09	2	true	GAMG	1.20110700e-04	5.76789010e-06	2	true
205             	DILUPBiCGStab	1.52099050e-04	5.46027590e-09	3	1.52926720e-04	6.13608400e-09	3	false	DILUPBiCGStab	1.98919190e-03	1.42515330e-09	2	true	GAMG	1.19958250e-04	5.88722490e-06	2	true
206             	DILUPBiCGStab	1.51105220e-04	5.27217280e-09	3	1.50127260e-04	5.50087050e-09	3	false	DILUPBiCGStab	1.98058930e-03	1.37016620e-09	2	true	GAMG	1.16478610e-04	5.80143180e-06	2	true
207             	DILUPBiCGStab	1.46747880e-04	5.05629870e-09	3	1.45900480e-04	5.12437120e-09	3	false	DILUPBiCGStab	1.96789490e-03	1.31898520e-09	2	true	GAMG	1.16414760e-04	5.92666790e-06	2	true
208             	DILUPBiCGStab	1.45820400e-04	4.88488810e-09	3	1.43296400e-04	4.78255010e-09	3	false	DILUPBiCGStab	1.95922610e-03	1.26815930e-09	2	true	GAMG	1.12985550e-04	5.83069770e-06	2	true
209             	DILUPBiCGStab	1.41570000e-04	4.68238930e-09	3	1.39275190e-04	4.63074590e-09	3	false	DILUPBiCGStab	1.94650080e-03	1.22110450e-09	2	true	GAMG	1.13006090e-04	5.95944350e-06	2	true
210             	DILUPBiCGStab	1.40712660e-04	4.52575690e-09	3	1.36852150e-04	4.33262570e-09	3	false	DILUPBiCGStab	1.93779980e-03	1.17444870e-09	2	true	GAMG	1.09600330e-04	5.85326290e-06	2	true
211             	DILUPBiCGStab	1.36571280e-04	4.33710180e-09	3	1.33025900e-04	4.25729450e-09	3	false	DILUPBiCGStab	1.92501130e-03	1.13130680e-09	2	true	GAMG	1.09693660e-04	5.98590230e-06	2	true
212             	DILUPBiCGStab	1.35785220e-04	4.19601640e-09	3	1.30761650e-04	3.97621480e-09	3	false	DILUPBiCGStab	1.91624500e-03	1.08885910e-09	2	true	GAMG	1.06413500e-04	5.87027640e-06	2	true
213             	DILUPBiCGStab	1.31755130e-04	4.01963670e-09	3	1.27125190e-04	3.94634170e-09	3	false	DILUPBiCGStab	1.90326970e-03	1.04945200e-09	2	true	GAMG	1.06676250e-04	6.00416170e-06	2	true
214             	DILUPBiCGStab	1.31044380e-04	3.89172150e-09	3	1.25018970e-04	3.67746420e-09	3	false	DILUPBiCGStab	1.89437010e-03	1.01028290e-09	2	true	GAMG	1.03471150e-04	5.88100640e-06	2	true
215             	DILUPBiCGStab	1.27124670e-04	3.72714070e-09	3	1.21564380e-04	3.67377340e-09	3	false	DILUPBiCGStab	1.88131870e-03	9.73886010e-10	2	true	GAMG	1.03797950e-04	6.01348480e-06	2	true
216             	DILUPBiCGStab	1.26478730e-04	3.61109880e-09	3	1.19608100e-04	3.41646020e-09	3	false	DILUPBiCGStab	1.87243420e-03	9.37674820e-10	2	true	GAMG	1.00633900e-04	5.88415420e-06	2	true
217             	DILUPBiCGStab	1.22666050e-04	3.45739540e-09	3	1.16328610e-04	3.43506410e-09	3	false	DILUPBiCGStab	1.85941860e-03	9.04069870e-10	2	true	GAMG	1.01057610e-04	6.01267520e-06	2	true
218             	DILUPBiCGStab	1.22087300e-04	3.35241690e-09	3	1.14519940e-04	3.18461000e-09	3	false	DILUPBiCGStab	1.85051780e-03	8.70819640e-10	2	true	GAMG	9.79312220e-05	5.87979380e-06	2	true
219             	DILUPBiCGStab	1.18390570e-04	3.20898300e-09	3	1.11403580e-04	3.22611660e-09	3	false	DILUPBiCGStab	1.83742960e-03	8.39986690e-10	2	true	GAMG	9.84087680e-05	6.00203590e-06	2	true
220             	DILUPBiCGStab	1.17899130e-04	3.11539270e-09	3	1.09734860e-04	2.97572270e-09	3	false	DILUPBiCGStab	1.82850620e-03	8.09269610e-10	2	true	GAMG	9.53485490e-05	5.86765310e-06	2	true
221             	DILUPBiCGStab	1.14329360e-04	2.98264690e-09	3	1.06771860e-04	3.03110950e-09	3	false	DILUPBiCGStab	1.81535250e-03	7.80737590e-10	2	true	GAMG	9.59135540e-05	5.98159920e-06	2	true
222             	DILUPBiCGStab	1.13919340e-04	2.89936150e-09	3	1.05242670e-04	9.66220350e-09	3	false	DILUPBiCGStab	1.80633340e-03	7.52313100e-10	2	true	GAMG	9.29071160e-05	5.84742120e-06	2	true
223             	DILUPBiCGStab	1.10461650e-04	2.77622250e-09	3	1.02423590e-04	9.96328660e-09	3	false	DILUPBiCGStab	1.79309180e-03	7.25936240e-10	2	true	GAMG	9.34995870e-05	5.95124250e-06	2	true
224             	DILUPBiCGStab	1.10129640e-04	2.70221440e-09	3	1.01023560e-04	9.07773480e-09	3	false	DILUPBiCGStab	1.78407210e-03	6.99930830e-10	2	true	GAMG	9.05142800e-05	5.81902230e-06	2	true
225             	DILUPBiCGStab	1.06772940e-04	2.58724990e-09	3	9.83320400e-05	9.37953080e-09	3	false	DILUPBiCGStab	1.77086320e-03	6.75825440e-10	2	true	GAMG	9.11143480e-05	5.91061880e-06	2	true
226             	DILUPBiCGStab	1.06512120e-04	9.72431890e-09	2	9.70576810e-05	8.49443450e-09	3	false	DILUPBiCGStab	1.76194770e-03	6.51844060e-10	2	true	GAMG	8.81615260e-05	5.78210880e-06	2	true
227             	DILUPBiCGStab	1.03261190e-04	9.31581730e-09	2	9.44636080e-05	8.81135860e-09	3	false	DILUPBiCGStab	1.74877950e-03	6.29813030e-10	2	true	GAMG	8.88717060e-05	5.85760680e-06	2	true
228             	DILUPBiCGStab	1.03067880e-04	9.02476080e-09	2	9.33096270e-05	7.94307350e-09	3	false	DILUPBiCGStab	1.73984680e-03	6.07802060e-10	2	true	GAMG	8.59545830e-05	5.73503170e-06	2	true
229             	DILUPBiCGStab	9.99096100e-05	8.64835300e-09	2	9.08503470e-05	8.28464750e-09	3	false	DILUPBiCGStab	1.72659350e-03	5.87399030e-10	2	true	GAMG	8.66698600e-05	5.80141600e-06	2	true
230             	DILUPBiCGStab	9.97804080e-05	8.38665860e-09	2	8.98307150e-05	7.44034140e-09	3	false	DILUPBiCGStab	1.71754620e-03	5.66966500e-10	2	true	GAMG	8.38318430e-05	5.68487310e-06	2	true
231             	DILUPBiCGStab	9.67216080e-05	8.03799840e-09	2	8.74718340e-05	7.79255070e-09	3	false	DILUPBiCGStab	1.70420550e-03	5.48040560e-10	2	true	GAMG	8.45856040e-05	5.73633620e-06	2	true
232             	DILUPBiCGStab	9.66580460e-05	7.80191960e-09	2	8.65704220e-05	6.97483300e-09	3	false	DILUPBiCGStab	1.69523330e-03	5.29116480e-10	2	true	GAMG	8.17991190e-05	5.62623060e-06	2	true
