# Region type : functionObjectSurface sampled.plane3
# Faces       : 520
# Area        : 3.004626e-03
# Scale factor: 1.000000e+00
# Time        	uniformity(U)	uniformity(p)
101           	7.526530e-01	8.424340e-01
102           	7.482560e-01	8.422606e-01
103           	7.439155e-01	8.423187e-01
104           	7.397917e-01	8.420828e-01
105           	7.360029e-01	8.410816e-01
106           	7.327783e-01	8.399848e-01
107           	7.302779e-01	8.395105e-01
108           	7.284010e-01	8.389608e-01
109           	7.274976e-01	8.377283e-01
110           	7.274948e-01	8.364803e-01
111           	7.282771e-01	8.358890e-01
112           	7.292701e-01	8.359512e-01
113           	7.311425e-01	8.365683e-01
114           	7.327622e-01	8.383825e-01
115           	7.349603e-01	8.416369e-01
116           	7.370013e-01	8.446883e-01
117           	7.394135e-01	8.466595e-01
118           	7.418401e-01	8.497189e-01
119           	7.439667e-01	8.515184e-01
120           	7.461378e-01	8.540509e-01
121           	7.481834e-01	8.550805e-01
122           	7.501622e-01	8.566424e-01
123           	7.520068e-01	8.574119e-01
124           	7.537782e-01	8.577112e-01
125           	7.556711e-01	8.585642e-01
126           	7.571550e-01	8.596101e-01
127           	7.588225e-01	8.603122e-01
128           	7.605539e-01	8.603474e-01
129           	7.622153e-01	8.605512e-01
130           	7.639728e-01	8.602737e-01
131           	7.657454e-01	8.599241e-01
132           	7.675635e-01	8.594875e-01
133           	7.694256e-01	8.592709e-01
134           	7.713078e-01	8.592081e-01
135           	7.732278e-01	8.594030e-01
136           	7.751910e-01	8.597440e-01
137           	7.771658e-01	8.601879e-01
138           	7.791407e-01	8.608872e-01
139           	7.810589e-01	8.622083e-01
140           	7.829875e-01	8.637873e-01
141           	7.848725e-01	8.657018e-01
142           	7.867634e-01	8.680327e-01
143           	7.886510e-01	8.702935e-01
144           	7.905603e-01	8.723232e-01
145           	7.924445e-01	8.742901e-01
146           	7.943485e-01	8.759483e-01
147           	7.962244e-01	8.776163e-01
148           	7.981082e-01	8.791128e-01
149           	7.999634e-01	8.805466e-01
150           	8.018105e-01	8.820037e-01
151           	8.036199e-01	8.831526e-01
152           	8.054287e-01	8.841567e-01
153           	8.071864e-01	8.850177e-01
154           	8.089027e-01	8.857313e-01
155           	8.105488e-01	8.864543e-01
156           	8.121885e-01	8.868382e-01
157           	8.137548e-01	8.868039e-01
158           	8.152652e-01	8.864752e-01
159           	8.167317e-01	8.858937e-01
160           	8.181376e-01	8.849624e-01
161           	8.194920e-01	8.831209e-01
162           	8.207901e-01	8.825509e-01
163           	8.220336e-01	8.802590e-01
164           	8.232211e-01	8.791631e-01
165           	8.243412e-01	8.762076e-01
166           	8.253992e-01	8.751847e-01
167           	8.264179e-01	8.721267e-01
168           	8.273716e-01	8.709660e-01
169           	8.282741e-01	8.684429e-01
170           	8.291359e-01	8.672837e-01
171           	8.299379e-01	8.644405e-01
172           	8.307038e-01	8.621324e-01
173           	8.314317e-01	8.593127e-01
174           	8.321251e-01	8.568855e-01
175           	8.327797e-01	8.527970e-01
176           	8.334070e-01	8.491178e-01
177           	8.339990e-01	8.456098e-01
178           	8.345547e-01	8.418743e-01
179           	8.350723e-01	8.376069e-01
180           	8.355601e-01	8.340551e-01
181           	8.360078e-01	8.305434e-01
182           	8.364232e-01	8.274115e-01
183           	8.368060e-01	8.240560e-01
184           	8.371639e-01	8.210148e-01
185           	8.374927e-01	8.170069e-01
186           	8.377979e-01	8.132965e-01
187           	8.380749e-01	8.088217e-01
188           	8.383302e-01	8.038103e-01
189           	8.385632e-01	7.994433e-01
190           	8.387745e-01	7.954265e-01
191           	8.389646e-01	7.919493e-01
192           	8.391353e-01	7.888327e-01
193           	8.392874e-01	7.864292e-01
194           	8.394206e-01	7.820715e-01
195           	8.395383e-01	7.779598e-01
196           	8.396399e-01	7.724311e-01
197           	8.397283e-01	7.668990e-01
198           	8.398024e-01	7.620376e-01
199           	8.398639e-01	7.583121e-01
200           	8.399135e-01	7.534874e-01
201           	8.399584e-01	7.517282e-01
202           	8.399839e-01	7.481135e-01
203           	8.399985e-01	7.414190e-01
204           	8.400099e-01	7.341449e-01
205           	8.400126e-01	7.249028e-01
206           	8.400113e-01	7.193212e-01
207           	8.400014e-01	7.140443e-01
208           	8.399876e-01	7.103819e-01
209           	8.399657e-01	7.056437e-01
210           	8.399416e-01	7.011830e-01
211           	8.399128e-01	6.971846e-01
212           	8.398808e-01	6.913308e-01
213           	8.398452e-01	6.851942e-01
214           	8.398090e-01	6.793993e-01
215           	8.397691e-01	6.689707e-01
216           	8.397293e-01	6.607992e-01
217           	8.396863e-01	6.484265e-01
218           	8.396446e-01	6.393651e-01
219           	8.396001e-01	6.296761e-01
220           	8.395551e-01	6.112227e-01
221           	8.395102e-01	5.956984e-01
222           	8.394664e-01	5.869109e-01
223           	8.394203e-01	5.746134e-01
224           	8.393741e-01	5.539691e-01
225           	8.393293e-01	5.418808e-01
226           	8.392856e-01	5.307434e-01
227           	8.392406e-01	5.184021e-01
228           	8.391964e-01	4.970226e-01
229           	8.391533e-01	4.782682e-01
230           	8.391119e-01	4.632207e-01
231           	8.390699e-01	4.456932e-01
232           	8.390293e-01	4.151906e-01
233           	8.389902e-01	4.042615e-01
234           	8.389529e-01	3.949841e-01
235           	8.389150e-01	3.868950e-01
236           	8.388776e-01	3.629890e-01
237           	8.388415e-01	3.309598e-01
238           	8.388079e-01	2.953411e-01
239           	8.387755e-01	2.788713e-01
240           	8.387446e-01	2.609217e-01
241           	8.387127e-01	2.316851e-01
242           	8.386833e-01	1.234537e-01
243           	8.386551e-01	1.132350e-01
244           	8.386291e-01	9.770196e-02
245           	8.386029e-01	8.623126e-02
246           	8.385775e-01	2.673461e-02
247           	8.385533e-01	0.000000e+00
248           	8.385310e-01	0.000000e+00
249           	8.385096e-01	0.000000e+00
250           	8.384894e-01	0.000000e+00
251           	8.384698e-01	0.000000e+00
252           	8.384511e-01	0.000000e+00
253           	8.384328e-01	0.000000e+00
254           	8.384154e-01	0.000000e+00
255           	8.383983e-01	0.000000e+00
256           	8.383822e-01	0.000000e+00
257           	8.383665e-01	0.000000e+00
258           	8.383519e-01	0.000000e+00
259           	8.383381e-01	0.000000e+00
260           	8.383252e-01	0.000000e+00
261           	8.383128e-01	0.000000e+00
262           	8.383011e-01	0.000000e+00
263           	8.382895e-01	0.000000e+00
264           	8.382786e-01	0.000000e+00
265           	8.382682e-01	0.000000e+00
266           	8.382586e-01	0.000000e+00
267           	8.382492e-01	0.000000e+00
268           	8.382404e-01	0.000000e+00
269           	8.382316e-01	0.000000e+00
270           	8.382236e-01	0.000000e+00
271           	8.382155e-01	0.000000e+00
272           	8.382081e-01	0.000000e+00
273           	8.382009e-01	0.000000e+00
274           	8.381948e-01	0.000000e+00
275           	8.381888e-01	0.000000e+00
276           	8.381837e-01	0.000000e+00
277           	8.381787e-01	0.000000e+00
278           	8.381741e-01	0.000000e+00
279           	8.381694e-01	0.000000e+00
280           	8.381652e-01	0.000000e+00
281           	8.381609e-01	0.000000e+00
282           	8.381570e-01	0.000000e+00
283           	8.381531e-01	0.000000e+00
284           	8.381497e-01	0.000000e+00
285           	8.381463e-01	0.000000e+00
286           	8.381432e-01	0.000000e+00
287           	8.381400e-01	0.000000e+00
288           	8.381371e-01	0.000000e+00
289           	8.381342e-01	0.000000e+00
290           	8.381322e-01	0.000000e+00
291           	8.381300e-01	0.000000e+00
292           	8.381283e-01	0.000000e+00
293           	8.381263e-01	0.000000e+00
294           	8.381246e-01	0.000000e+00
295           	8.381228e-01	0.000000e+00
296           	8.381212e-01	0.000000e+00
297           	8.381194e-01	0.000000e+00
298           	8.381178e-01	0.000000e+00
299           	8.381158e-01	0.000000e+00
300           	8.381140e-01	0.000000e+00
301           	8.381122e-01	0.000000e+00
302           	8.381109e-01	0.000000e+00
303           	8.381095e-01	0.000000e+00
304           	8.381088e-01	0.000000e+00
305           	8.381081e-01	0.000000e+00
306           	8.381078e-01	0.000000e+00
307           	8.381074e-01	0.000000e+00
308           	8.381073e-01	0.000000e+00
309           	8.381067e-01	0.000000e+00
310           	8.381062e-01	0.000000e+00
311           	8.381055e-01	0.000000e+00
312           	8.381051e-01	0.000000e+00
313           	8.381045e-01	0.000000e+00
314           	8.381042e-01	0.000000e+00
315           	8.381037e-01	0.000000e+00
316           	8.381035e-01	0.000000e+00
317           	8.381031e-01	0.000000e+00
318           	8.381030e-01	0.000000e+00
319           	8.381026e-01	0.000000e+00
320           	8.381025e-01	0.000000e+00
321           	8.381022e-01	0.000000e+00
322           	8.381021e-01	0.000000e+00
323           	8.381018e-01	0.000000e+00
324           	8.381017e-01	0.000000e+00
325           	8.381014e-01	0.000000e+00
326           	8.381015e-01	0.000000e+00
327           	8.381012e-01	0.000000e+00
328           	8.381013e-01	0.000000e+00
329           	8.381012e-01	0.000000e+00
330           	8.381014e-01	0.000000e+00
331           	8.381013e-01	0.000000e+00
332           	8.381015e-01	0.000000e+00
333           	8.381014e-01	0.000000e+00
334           	8.381016e-01	0.000000e+00
335           	8.381015e-01	0.000000e+00
336           	8.381017e-01	0.000000e+00
337           	8.381015e-01	0.000000e+00
338           	8.381017e-01	0.000000e+00
339           	8.381014e-01	0.000000e+00
340           	8.381015e-01	0.000000e+00
341           	8.381013e-01	0.000000e+00
342           	8.381014e-01	0.000000e+00
343           	8.381013e-01	0.000000e+00
344           	8.381015e-01	0.000000e+00
345           	8.381015e-01	0.000000e+00
346           	8.381017e-01	0.000000e+00
347           	8.381018e-01	0.000000e+00
348           	8.381021e-01	0.000000e+00
349           	8.381021e-01	0.000000e+00
350           	8.381024e-01	0.000000e+00
351           	8.381024e-01	0.000000e+00
352           	8.381026e-01	0.000000e+00
353           	8.381026e-01	0.000000e+00
354           	8.381027e-01	0.000000e+00
355           	8.381027e-01	0.000000e+00
356           	8.381028e-01	0.000000e+00
357           	8.381027e-01	0.000000e+00
358           	8.381027e-01	0.000000e+00
359           	8.381027e-01	0.000000e+00
360           	8.381029e-01	0.000000e+00
361           	8.381031e-01	0.000000e+00
362           	8.381035e-01	0.000000e+00
363           	8.381038e-01	0.000000e+00
364           	8.381042e-01	0.000000e+00
365           	8.381044e-01	0.000000e+00
366           	8.381046e-01	0.000000e+00
367           	8.381045e-01	0.000000e+00
368           	8.381046e-01	0.000000e+00
369           	8.381044e-01	0.000000e+00
370           	8.381044e-01	0.000000e+00
371           	8.381043e-01	0.000000e+00
372           	8.381043e-01	0.000000e+00
373           	8.381041e-01	0.000000e+00
374           	8.381042e-01	0.000000e+00
375           	8.381042e-01	0.000000e+00
376           	8.381044e-01	0.000000e+00
377           	8.381045e-01	0.000000e+00
378           	8.381047e-01	0.000000e+00
379           	8.381048e-01	0.000000e+00
380           	8.381051e-01	0.000000e+00
381           	8.381052e-01	0.000000e+00
382           	8.381054e-01	0.000000e+00
383           	8.381055e-01	0.000000e+00
384           	8.381056e-01	0.000000e+00
385           	8.381055e-01	0.000000e+00
386           	8.381055e-01	0.000000e+00
387           	8.381053e-01	0.000000e+00
388           	8.381053e-01	0.000000e+00
389           	8.381051e-01	0.000000e+00
390           	8.381050e-01	0.000000e+00
391           	8.381048e-01	0.000000e+00
392           	8.381048e-01	0.000000e+00
393           	8.381047e-01	0.000000e+00
394           	8.381047e-01	0.000000e+00
395           	8.381047e-01	0.000000e+00
396           	8.381047e-01	0.000000e+00
397           	8.381047e-01	0.000000e+00
398           	8.381047e-01	0.000000e+00
399           	8.381046e-01	0.000000e+00
400           	8.381046e-01	0.000000e+00
401           	8.381045e-01	0.000000e+00
402           	8.381044e-01	0.000000e+00
403           	8.381042e-01	0.000000e+00
404           	8.381041e-01	0.000000e+00
405           	8.381038e-01	0.000000e+00
406           	8.381036e-01	0.000000e+00
407           	8.381034e-01	0.000000e+00
408           	8.381032e-01	0.000000e+00
409           	8.381029e-01	0.000000e+00
410           	8.381027e-01	0.000000e+00
411           	8.381024e-01	0.000000e+00
412           	8.381023e-01	0.000000e+00
413           	8.381021e-01	0.000000e+00
414           	8.381020e-01	0.000000e+00
415           	8.381019e-01	0.000000e+00
416           	8.381020e-01	0.000000e+00
417           	8.381020e-01	0.000000e+00
418           	8.381022e-01	0.000000e+00
419           	8.381024e-01	0.000000e+00
420           	8.381028e-01	0.000000e+00
421           	8.381031e-01	0.000000e+00
422           	8.381037e-01	0.000000e+00
423           	8.381042e-01	0.000000e+00
424           	8.381048e-01	0.000000e+00
425           	8.381053e-01	0.000000e+00
426           	8.381059e-01	0.000000e+00
427           	8.381064e-01	0.000000e+00
428           	8.381070e-01	0.000000e+00
429           	8.381074e-01	0.000000e+00
430           	8.381080e-01	0.000000e+00
431           	8.381083e-01	0.000000e+00
432           	8.381088e-01	0.000000e+00
433           	8.381090e-01	0.000000e+00
434           	8.381094e-01	0.000000e+00
435           	8.381096e-01	0.000000e+00
436           	8.381099e-01	0.000000e+00
437           	8.381101e-01	0.000000e+00
438           	8.381103e-01	0.000000e+00
439           	8.381103e-01	0.000000e+00
440           	8.381105e-01	0.000000e+00
441           	8.381104e-01	0.000000e+00
442           	8.381104e-01	0.000000e+00
443           	8.381101e-01	0.000000e+00
444           	8.381099e-01	0.000000e+00
445           	8.381095e-01	0.000000e+00
446           	8.381091e-01	0.000000e+00
447           	8.381086e-01	0.000000e+00
448           	8.381081e-01	0.000000e+00
449           	8.381074e-01	0.000000e+00
450           	8.381069e-01	0.000000e+00
451           	8.381062e-01	0.000000e+00
452           	8.381056e-01	0.000000e+00
453           	8.381049e-01	0.000000e+00
454           	8.381043e-01	0.000000e+00
455           	8.381037e-01	0.000000e+00
456           	8.381032e-01	0.000000e+00
457           	8.381027e-01	0.000000e+00
458           	8.381024e-01	0.000000e+00
459           	8.381019e-01	0.000000e+00
460           	8.381017e-01	0.000000e+00
461           	8.381015e-01	0.000000e+00
462           	8.381014e-01	0.000000e+00
463           	8.381012e-01	0.000000e+00
464           	8.381012e-01	0.000000e+00
465           	8.381011e-01	0.000000e+00
466           	8.381012e-01	0.000000e+00
467           	8.381012e-01	0.000000e+00
468           	8.381013e-01	0.000000e+00
469           	8.381013e-01	0.000000e+00
470           	8.381015e-01	0.000000e+00
471           	8.381015e-01	0.000000e+00
472           	8.381016e-01	0.000000e+00
473           	8.381015e-01	0.000000e+00
474           	8.381016e-01	0.000000e+00
475           	8.381015e-01	0.000000e+00
476           	8.381016e-01	0.000000e+00
477           	8.381014e-01	0.000000e+00
478           	8.381014e-01	0.000000e+00
479           	8.381013e-01	0.000000e+00
480           	8.381012e-01	0.000000e+00
481           	8.381010e-01	0.000000e+00
482           	8.381009e-01	0.000000e+00
483           	8.381007e-01	0.000000e+00
484           	8.381006e-01	0.000000e+00
485           	8.381004e-01	0.000000e+00
486           	8.381003e-01	0.000000e+00
487           	8.381001e-01	0.000000e+00
488           	8.381000e-01	0.000000e+00
489           	8.380998e-01	0.000000e+00
490           	8.380997e-01	0.000000e+00
491           	8.380996e-01	0.000000e+00
492           	8.380996e-01	0.000000e+00
493           	8.380995e-01	0.000000e+00
494           	8.380995e-01	0.000000e+00
495           	8.380994e-01	0.000000e+00
496           	8.380995e-01	0.000000e+00
497           	8.380995e-01	0.000000e+00
498           	8.380996e-01	0.000000e+00
499           	8.380996e-01	0.000000e+00
500           	8.380997e-01	0.000000e+00
